Satyria polyantha																		AY331881			AY331842														AY331952																																					AY331908										
Satyria grandifolia																		AF382694			AY331838														AY331948																																					AF382779										
Brachyloma preissii							JQ305857																																																		AY372555															JQ305832		JQ310795								
Brachyloma concolor							JQ305856																																																		JF437581															JQ667113		JQ310794								
Rhododendron haematodes																		JF978280																															JF943918																							JF955981		JN046835								
Rhododendron nyingchiense																		JF978346																															JF943988																							JF956044		JN046906								
Rhododendron oreotrephes																		JF978351																															JF943994																							JF956049		JN046908								
Rhododendron sinonuttallii																		JF978408																															JF944054																							JF956103		JN046970								
Rhododendron telmateium																		JF978424																															JF944073																							JF956118		JN046988								
Rhododendron complexum																		JF978231																															JF943868																							JF955937		JN046785								
Rhododendron stewartianum																		JF978419																															JF944065																							JF956114		JN046981								
Rhododendron aperantum																		JF978195																															JF943832																							JF955900		JN046745								
Rhododendron nivale																		JF978344																															JF943986																							JF956037		JN046903								
Rhododendron heliolepis																		JF978284																															JF943923																							JF955987		JN046839								
Rhododendron tapetiforme																		JF978421																															JF944070																							JF956116		JN046985								
Rhododendron microphyton																		JF978329																															JF943966																							JF956026		JN046885								
Rhododendron monanthum																		JF978332																															JF943969																							JF956029		JN046887								
Rhododendron wallichii																		JF978451																															JF944100																							JF956144		JN047015								
Rhododendron dauricum	GU549863																	HM854158																																																														GU549782	GU382753	
Rhododendron hirsutum																		HE585258																															HE585268																							HE585263		HE585253								
Rhododendron araiophyllum																		JF978198																															JF943834																							JF955903		JN046747								
Rhododendron neriiflorum																		AF393408								DQ989006																		EU087407																												AF454851										
Rhododendron sphaeroblastum																		JF978410																															JF944056																							JF956104		JN046971								
Rhododendron arizelum																		JF978206																															JF943842																							JF955911		JN046752								
Rhododendron uvariifolium																		JF978442																															JF944092																							JF956135		JN047004								
Rhododendron bainbridgeanum																		JF978208																															JF943844																							JF955912		JN046756								
Rhododendron vialii																		AF393421																										AF452205					HQ706940																									HQ707031								
Rhododendron subsessile																		EU855871													AY842174				EU855959																																					EU855903										
Rhododendron fragariiflorum																		JF978265																															JF943905																							JF955972		JN046821								
Rhododendron zaleucum																		JF978465																															JF944115																							JF956155		JN047030								
Rhododendron trichostomum																		JF978437																															JF944086																							JF956131		JN047001								
Rhododendron lacteum																		JF978296																															JF943937																							JF956000		JN046854								
Rhododendron keleticum																		JF978295																															JF943933																							JF955996		JN046851								
Rhododendron cephalanthum																		JF978224																															JF943862																							JF955930		JN046778								
Rhododendron yunnanense																		JF978464																															JF944114																							JF956153		JN047028								
Rhododendron traillianum																		JF978429																															JF944077																							JF956122		JN046991								
Rhododendron lepidotum																		JF978305																															JF943942																							JF956008		JN046860								
Rhododendron pentaphyllum																																												AB038840													AB038940					AB038890										AB012738										
Pityopus californicus									AF351914									AF351994																											HQ448764		AF351949																																			
Monotropastrum humile									AF351927									AB594725																													AF351960		JQ933412																																	
Enkianthus subsessilis							AB726255											AB726217								AB697686																																														AB726237										
Enkianthus nudipes							AB726264											AB726228								AB697685																																														AB726246										
Enkianthus perulatus							AB726262											AB726224								AB697687																																														AB726244										
Enkianthus cernuus							AB726251											AB726215								AB697684																																														AB726233										
Enkianthus sikokianus							AB726256											AB726220								AB697683																																														AB726239										
Polyspora hainanensis																		AY214932																										AY216566					AF380049																							AF380092										
Polyspora longicarpa																		AF456264																										AY214938					AF380051																							AF380094										
Purdiaea stenopetala																		AY190575																	AY082696									AY190597					AY082699																																	
Purdiaea nutans																		AY190576																	AY082695									AY190596					AY082698																																	
Styrax suberifolius							HQ427124											AF327493																																																						HQ427281		HQ426971								
Styrax odoratissimus							HQ427125											AF327461																																																						HQ427282		HQ426972								
Styrax americanus																		AF327472																	AF130215										U43296				L12623																																	
Styrax ramirezii																		AF327499																										AF396201					AF396160													AF396202																				
Styrax chinensis																		AF327492																										AF396193					AF396157													AF396194																				
Styrax dasyanthus							HQ427123											AF327469																																																						HQ427280		HQ426970								
Pieris cubensis																		EU547688																										EU547711																												EU547697		EU547717								
Comarostaphylis arbutoides																		AF091942										AF091966																			AF351966		AF419819																																	
Gaylussacia dumosa																		AF382677																	AF419726									AF271708																												AF382763										
Symphysia racemosa																		AF382705			AY331851														AF419733																																					U89750										
Elliottia paniculata																		GU176628								GU176691																							GU176643																							GU176671										
Ceratostema silvicola																		AY331873			AY331818														AY331929																																					AY331900										
Ceratostema rauhii																		AY331871			AY331816														AY331927																																					AY331898										
Ceratostema reginaldii																		AY331872			AY331817														AY331928																																					AY331899										
Ceratostema lanigerum																		AY331870			AY331815														AY331926																																					AY331897										
Semiramisia speciosa																		AF382699			AY331847														AY331957																																					AF382783										
Prionotes cerinthoides																																													AF419806				U79743								AF155838															AF015642										
Dracophyllum longifolium																																													AF419809				L12614								AF155845															AF015635										
Arbutus unedo									AF091978									AF091952																	AJ236247	AF266738									AF206853																																					
Pyrenaria oblongicarpa																		AF456267																										AF499810																								GQ487424		GQ487394				GQ487364								
Actinidia indochinensis														AY325338				AF323811																										AJ549009					AJ549054																							AF322606										
Actinidia latifolia											AJ536479			AY325378				AF323825																																													EU525846									AF322610										
Actinidia valvata														AY325391		EF441482		AF323842	EF441505																																																					AF322602										
Melliodendron xylocarpum																		AF396444																										AF396177					AF396153													AF396178												EU336951								
Styphelia tenuifolia							JQ667273											JF437580																																							AY372590															AY372669		JQ310813								
Symplocos sulcinervia																		AY630640																			DQ086359							AY630742																										AY630703		AY630670										
Symplocos nokoensis																		AY336323																			DQ086387							AY336479																										AY336419		AY679812										
Symplocos arborea																		AY630646																			DQ086383							AY630753																										AY630718		AY630678										
Symplocos nitens																		DQ086273																			DQ086346							DQ086408																										DQ086301		DQ086287										
Symplocos reflexa																		AY630632																			DQ086350							AY630734																										AY630694		AY630662										
Symplocos hookeri																		AY336333																										AF534682					AF419615							AY163753																AY336377										
Symplocos micrantha																		AY336274																			DQ086330							AY336438																										AY336392		AY336348										
Symplocos pycnantha																		AY630630																			DQ086348							AY630732																										AY630692		AY630660										
Symplocos citrea																		AY336280																			DQ086336							AY630726																										AY630686		AY630654										
Symplocos ovatilobata																		AY336303																			DQ086375							AY336465																										AY336411		AY630675										
Symplocos candelabra																		DQ086275																			DQ086364							DQ086410																										DQ086303		DQ086289										
Symplocos hartwegii																		AY336281																			DQ086340							AY336442																										AY336394		AY336350										
Symplocos euryoides																		AY336307																			DQ086392							AY336468																										AY336412		AY336363										
Symplocos quitensis																		AY630631																			DQ086349							AY630733																										AY630693		AY630661										
Symplocos pentandra																		DQ086271																			DQ086322							DQ086406																										DQ086298		DQ086284										
Symplocos microstyla																		DQ086279																			DQ086368							DQ086414																										DQ086307		DQ086293										
Symplocos breedlovei																		AY336285																			DQ086335							AY336446																										AY630684		AY336354										
Symplocos povedae																		AY630629																			DQ086347							AY630731																										AY630691		AY630659										
Symplocos organensis																		DQ086278																			DQ086367							DQ086413																										DQ086306		DQ086292										
Symplocos speciosa																		AY336287																			DQ086357							AY630741																										AY630701		AY630669										
Symplocos limoncillo																		AY630626																			DQ086343							AY336451																										AY336399		AY336355										
Symplocos glandulifera																		AY336326																			DQ086393							AY336482																										AY336420		AY336374										
Symplocos laurina																		AY336317																			DQ086385							AY336475																										AY630719		AY336369										
Symplocos fuscata																		AY630625																			DQ086339							AY336450																										AY630688		AY630656										
Symplocos viridissima																		AY336302																			DQ086378							AY336464																										AY336410		AY679813										
Symplocos longipes																		AY336271																			EU863154							EU863156																										AY336388		EU863158										
Symplocos falcata																		DQ086277																			DQ086365							DQ086412																										DQ086305		DQ086291										
Symplocos matudae																		AY630628																			DQ086345							AY630730																										AY630690		AY630658										
Symplocos mollifolia																		AY336314																			DQ086374							AY336473																										AY336415		AY336367										
Symplocos verrucisurcula																		AY630641																			DQ086363							AY630743																										AY630704		AY630671										
Symplocos macrophylla																		AY336309																			DQ086372							AY630747																										AY630710		AY630674										
Symplocos tacanensis																		AY336282																			DQ086360							AY336443																										AY336395		AY336351										
Symplocos adenophylla																		AY336308																			DQ086390							AY336469																										AY336413		AY336364										
Symplocos phyllocalyx																		AY336292																			DQ086380							AY336455																										AY336403		AY336358										
Symplocos adenopus																		AY336332																										AY336487					HQ415169																					AY336424		HQ415340										
Symplocos uniflora																		DQ086274																			DQ086362							DQ086409																										DQ086302		DQ086288										
Symplocos glomerata																		AY336324																			DQ086395							AY336481																										AY679791		AY336373										
Symplocos coccinea																		AY336279																			DQ086337							AY336441																										AY630687		AY630655										
Symplocos glauca																		AY336327																			DQ086394							AY336483																		AB115353										AY679807										
Symplocos glaberrima																		DQ086267																			DQ086315							DQ086402																										DQ086295		DQ086281										
Symplocos tetragona																		AY336297																			DQ086382							AY336458																										AY336405		AY336360										
Symplocos lanata																		AY630623																			DQ086329							AY630723																										AY630681		AY630650										
Symplocos celastrinea																		DQ086266																			DQ086314							DQ086401																										DQ086294		DQ086280										
Symplocos berteroi																		AY336276																			DQ086334							AY336440																										AY336393		AY336349										
Symplocos dryophila																		AY336299																			DQ086370							AY336462																										AY336407		AY336361										
Pterospora andromedea									AF351930									AF352008		JQ248028																									U59943		AF351938																																			
Melichrus procumbens							JQ305874																																										U80430								AF155856															AY005098		JQ310809								
Schima wallichii																		HM100444																										HM100611					AF380056																							AF380100		HM100543								
Schima argentea																		HM100437																										HM100604					AF380053																							AF380096		HM100535								
Vaccinium oxycoccos																																																	JN893002	HQ437941					HQ437924	HQ437954																JN895646										
Vaccinium corymbosum															JN654701			AF419778																	AF419740																							FJ222601														AF419706										
Vaccinium poasanum																		AF382736			AY331865														AF419762														JQ594910																							U89763										
Cyrilla racemiflora									AY561838																										AF421051	AJ235449													L01900																							AF380080										
Camellia longipedicellata																		FJ432185																										GQ487440																								GQ487410		GQ487380				GQ487350								
Camellia reticulata																		JX500471																										GQ487448																								GQ487418		GQ487388				GQ487358								
Camellia flavida																		AF315480																										GQ487431																								GQ487401		GQ487371				GQ487341								
Camellia limonia																		AF315479																										GQ487439																								GQ487409		GQ487379				GQ487349								
Camellia salicifolia		GU722498																EU579765																										HQ158572				AB207878									HQ158535																									
Camellia parvipetala																		AF315482																										GQ487446																								GQ487416		GQ487386				GQ487356								
Camellia grijsii		GU722472																EU579712																										HQ158587													HQ158550																		AB364673							
Camellia kwangsiensis																		FJ432106																										GQ487437																								GQ487407		GQ487377				GQ487347								
Camellia crapnelliana		GU722459																EU579692																										HQ158573													HQ158536																		AB443611							
Lyonia lucida									AY561836									AF084316																															U82764								AF155836															U61308										
Monotoca scoparia							JQ667454																																					JN392734					U80431								AF155857															AF015640										
Menziesia goyozanensis																		AB080076																										AB080036																		AB080046										AB080026		AB080056								
Menziesia pentandra																		AB080079																										AB080039																		AB080049										AB080029		AB080059								
Menziesia katsumatae																		AB080077																										AB080037																		AB080047										AB080027		AB080057								
Arctous rubra									AF091968									AF091944																										GQ244596					JN965270																							JN966114										
Arctous alpina									AF091986									JN998944																										GQ244595					JN965266																							JN966112										
Kalmia ericoides																		HM182016																	HM182024														HM182040		HM182006																					HM182023										
Monotropa uniflora									AF351926									AF352003		JQ248025																									L25680		AF351957																																			
Monotropa hypopitys									AF351903									JF441047		JQ248022																											JF441031																									AF440421										
Pterostyrax corymbosus																		AF396445																										AF396179					AF396154													AF396180												EU336952								
Erica trimera																		HQ859308																																							GU385788									GU323906				GU385792							GU385799					
Erica plukenetii						JF728352												AY520802																																							AY520774															AY517920						JF728319				
Erica coccinea						JF728364												AY520792																																							AY520764															AY517910						JF728333				
Erica scoparia																		AY520803																																							GQ401434													GQ415817		JN605590					GQ401591					
Cliftonia monophylla									AY561839																										AY082694	AY082692													Z83140																							AF380079										
Cassiope dendrotricha							JF941133											JF976081								HM182087																									HM182051																					JF953427										
Macleania insignis																		AF382681			AY331829														AY331940														JQ591343																							AF382766										
Pyrola americana																		AF133737		JQ248029						FJ378640																		FJ378614													FJ378555																									
Pyrola aphylla																		JQ177161								FJ378648																		FJ378622			AF351961										FJ378564																									
Chimaphila menziesii																		AF133749								FJ357251																		FJ357282													FJ357268															AF440415										
Satyria warszewiczii																		AF382698			AY331846														AY331956														AF124579																							U61314										
Brachyloma daphnoides							JQ667278																																					JN392743					U80428								AF155859															AF015633										
Rhododendron primuliflorum																		JF978369																										AF394255					JF944012																							AB012740		JN046930								
Rhododendron vernicosum																		JF978447																										EU087383					JF944096																							JF956140		JN047011								
Rhododendron campylocarpum																		JF978221																										EU087370					JF943859																							JF955927		JN046772								
Rhododendron beesianum																		JF978212																										EU087411					JF943849																							JF955918		JN046760								
Rhododendron bureavii																		JF978215																										EU087416					JF943851																							JF955920		JN046765								
Rhododendron henryi																		AF393430																										AF452193					HQ415074																							HQ415258		HQ415425								
Rhododendron racemosum																		JF978372																										AF394250					JF944014																							AF454853		JN046934								
Rhododendron fulvum																		JF978268																										EU087384					JF943907																							JF955974		JN046822								
Rhododendron mackenzianum																		AF393434																										AF452196					JF943955																							JF956016		JN046873								
Rhododendron yedoense																		X96803								EU855991									EU855966																										EU855935											EU855911										
Rhododendron amanoi																		AB105224								AB105287	AB105306																	AB105269																		AB105243																				
Rhododendron alutaceum																		JF978189																										EU087410					JF943825																							EU087347		JN046737								
Rhododendron arboreum																		JF978200																													AF351974		JF943835																							JF955904		JN046751								
Rhododendron caucasicum																		HM854165															EU822203											AY496916									EU822185																			AY494175										
Rhododendron auriculatum																		AY962555																										EU087366					HQ706889																							EU087303		HQ706956								
Rhododendron glischrum																		JF978274																										EU087390					JF943913																							JF955977		JN046828								
Rhododendron transiens																		AB105232								AB105286	AB105304																	AB105270																		AB105244																				
Rhododendron cyanocarpum																		HM636518								DQ988997																		HM636522							GU979811																							HM636524								
Rhododendron lukiangense																		JF978315																										DQ999964					JF943952																							JF956013		JN046869								
Rhododendron rugosum	GU549809		GU549633																																																		GU549529																											GU549728	GU382699	
Rhododendron aganniphum																		JF978184																										EU087412					JF943821																							EU087349		JN046734								
Rhododendron yakuinsulare																		AB105226								AB105280	AB105298																	AB105260																		AB105261																				
Rhododendron floccigerum																		JF978262																										EU087405					JF943900																							JF955965		JN046817								
Rhododendron williamsianum																		AJ626910																										EU087424					HQ706942																							EU087361		HQ707039								
Rhododendron pachypodum																		JF978357																										AF394249					JF943999																							JF956053		JN046918								
Rhododendron latoucheae																		AF393431																										AF394262					HQ706917																							HQ427298		HQ706992								
Rhododendron rubiginosum																		JF978384																										DQ999965					JF944027																							JF956080		HQ707017								
Rhododendron selense																		JF978397																										EU087409					JF944041																							JF956093		JN046956								
Rhododendron maddenii																		JF978321													AY842173																		JF943957																							JF956018		JN046876								
Rhododendron fortunei																		AF393407																										AF394247					HQ706906																							AF454850		HQ706972								
Stewartia rostrata																		HM100499																										HM100643																									AY070284	AY070302				HM100578								
Enkianthus quinqueflorus							JF941466											JF976290								FJ357264																		FJ357295																												JF953686										
Polyspora chrysandra																		AY096017																										AF534678					AF380048							AY163741																AF380091										
Halesia macgregori																		AF396442																										AF396171					AF396151													AF396172												EU336950								
Styrax obassia																		AF327479																										AF396195					AF396158													AB237440		AB237439																		
Styrax benzoin																		AF327494																		DQ923989								DQ924315					EU980809																							DQ924098										
Pieris swinhoei																		EU547696																										EU547713								EU547708																				EU547698		EU547722								
Elliottia racemosa																		U48582								GU176692									GU176727														L12615																							GU176672										
Elliottia pyroliflora																		GU176629																	GU176726														GU176644		GU176658																					U61320										
Allotropa virgata									AF351919									AF384123		JQ248014																											AF351947																									AF440410										
Bejaria resinosa																		GU176622								GU176680									DQ002368														GU176639		DQ000595																					DQ002352										
Kalmiopsis leachiana																		U48608								GU176699									GU176734														U49290		DQ000603																					U61323										
Kalmiopsis fragrans																		HM182012								HM182045									HM182031														HM182037		HM182003																					HM182021										
Actinidia fulvicoma																								KC408089	KC408113																			KC408217																		KC408195												KC408149								
Actinidia sabiifolia																EF441476		AF323813	EF441502																									AJ548994					AJ549039																							AF322607										
Corema conradii									AY942693									AF519557																	GU176718														AF419820		GU176653																					AF519568										
Clethra alnifolia																		AY190571																	AJ236242									AY190594					L12609							AF520204																AF440407										
Rehderodendron macrocarpum																		AF396449																								EU264340		AF396187					Z80191													AF396188												EU336954								
Sinojackia microcarpa																		DQ318016			DQ317999																		DQ318011					DQ318004													DQ317983																									
Sinojackia sarcocarpa																		DQ318015			DQ317995																		DQ318007					DQ318006													DQ317979																									
Sinojackia oblongicarpa																		DQ318018			DQ318001																		DQ318013					DQ318003													DQ317985																									
Sinojackia huangmeiensis																		DQ318017			DQ317997																		DQ318009					DQ318005													DQ317981																									
Gaultheria codonantha																		HM597256								HM597604																		HM597517					JF941581																					HM597430		JF953759										
Gaultheria gracilis																		JF801587								JF801236									JF801414									JF801669																										JF801496		JF801335										
Gaultheria malayana																		HM597280								HM597628									JF801441									HM597541																										HM597454		HM597367										
Gaultheria ovatifolia																		JF801597								JF801248									JF801422									JF801681																										JF801508		FJ010606										
Gaultheria corvensis																		JF801614								JF801270									JF801432									JF801703																										JF801530		JF801363										
Gaultheria trigonoclada																		HM597304								HM597652																		HM597565					JF941738																					HM597478		JF953862										
Gaultheria tenuifolia																		JF801606								JF801259									JF801427									JF801692																										JF801519		JF801356										
Gaultheria adenothrix																		FJ010595								JF801246									FJ008967									JF801679																										JF801506		FJ010613										
Gaultheria caespitosa																		JF801619								JF801288									JF801435									JF801721																										JF801548		JF801381										
Gaultheria notabilis																		JF976409								HM597630																		HM597543					JF941673																					HM597456		HM597370										
Gaultheria sleumeriana																		JF801613								JF801269									JF801431									JF801702																										JF801529		JF801362										
Gaultheria phillyreifolia																		JF801605								JF801258									JF801426									JF801691																										JF801518		JF801355										
Gaultheria acuminata																		JF801586								JF801234									JF801413									JF801667																										JF801494		JF801333										
Gaultheria bradeana																		JF801615								JF801271									JF801433									JF801704																										JF801531		JF801364										
Gaultheria bracteata																		JF801593								JF801242									JF801418									JF801675																										JF801502		JF801341										
Gaultheria hapalotricha																		JF801596								JF801245									JF801421									JF801678																										JF801505		JF801344										
Gaultheria glomerata																		AF358886								JF801241									FJ008942									JF801674																										JF801501		AF366633										
Gaultheria brevistipes																		JF976338								HM597601																		HM597514					JF941572																					HM597427		HM597340										
Gaultheria thymifolia																		HM597309								HM597657									FJ008969									HM597570																										HM597483		FJ010614										
Gaultheria longibracteolata																		JF976405								HM597626																		HM597539					JF941667																					HM597452		JF953816										
Gaultheria myrtilloides																		JF801612								JF801268									JF801430									JF801701																										JF801528		JF801361										
Gaultheria serrata																		JF801595								JF801244									JF801420									JF801677																										JF801504		JF801343										
Gaultheria eciliata																		HM597331								HM597676																		HM597590					JF941595																					HM597505		HM597419										
Gaultheria vaccinioides																		JF801584								JF801232									JF801412									JF801665																										JF801492		JF801331										
Gaultheria lanigera																		JF801590								JF801239									JF801416									JF801672																										JF801499		AF366637										
Gaultheria domingensis																		JF801594								JF801243									JF801419									JF801676																										JF801503		JF801342										
Gaultheria buxifolia																		JF801609								JF801263									JF801428									JF801696																										JF801523		JF801359										
Gaultheria itatiaiae																		JF801611								JF801267									JF801429									JF801700																										JF801527		JF801360										
Symplocos serrulata																		AY630633																			DQ086351							AY630735																										AY630695		AY630668		GQ429125								
Symplocos anomala																		AY336291																			DQ086369							AY336453					HQ427233																							AY679808		HQ427076								
Symplocos chinensis																		AF396229																			DQ086311							AY336431																		AF396224								AY336383		AY336341										
Symplocos lancifolia																		AY336315																			DQ086371							AY679793					HQ415167													AB115352										HQ415339										
Symplocos confusa																		AY336261																			DQ086309	DQ086310						AY336428																										AY336381		AY336339										
Symplocos grandis																		AY336328																			DQ086396							AY336484																		AB115354								AY336421		AY336375										
Symplocos zizyphoides																																			AY725878	AY725934													AY725865					AY727978	AY725913	AY725893																										
Symplocos lanceolata																		DQ086269																			DQ086320	DQ086321						DQ086404																										AY336386		DQ086283										
Symplocos austromexicana																		AY336289																			DQ086333							AY336449																		AB115334								AY630682		AY630651										
Symplocos tinctoria																		AY336272																			DQ086324							AY336435					AF380063																					AY336389		AY336345										
Symplocos itatiaiae																		DQ086268																			DQ086316	DQ086317						DQ086403																										DQ086296		DQ086282										
Symplocos variabilis																		DQ086272																			DQ086325	DQ086326						DQ086407																										DQ086300		DQ086286										
Tutcheria microcarpa																		AF456277																										HQ158566					HQ427231								HQ158529															HQ427376		HQ427074								
Tutcheria spectabilis																		AF456280																										AY216569												AY163743												GQ487425		GQ487395				GQ487365								
Ledothamnus guyanensis																		GU176623								GU176682									EU669882														AF419827		EU669885																					AF440419										
Camellia lawii		GU722479																EU579730																										GQ487438																								GQ487408		GQ487378				GQ487348								
Camellia forrestii		GU722467																EU579703																										GQ487432																								GQ487402		GQ487372				GQ487342								
Camellia yunnanensis		GU722512																FJ432232																										GQ487453																								GQ487423		GQ487393				GQ487363								
Camellia cuspidata		GU722460																EU579693																														AB207871	HQ427225																							HQ427370		HQ427068								
Camellia euphlebia		GU722462																EF544737																										GQ487429																								GQ487399		GQ487369				GQ487339								
Camellia tunghinensis		GU722508																FJ432226																										GQ487451																								GQ487421		GQ487391				GQ487361								
Camellia caudata		GU722453																EU579678																										HQ158585				AB207870									HQ158548																		AB443617							
Camellia micrantha																		AF315484																										HQ158565													HQ158528											GQ487412		GQ487382				GQ487352								
Camellia flava		GU722464																FJ432152																										GQ487430																								GQ487400		GQ487370				GQ487340								
Camellia chrysanthoides																		AF315483																										HQ158589													HQ158552											GQ487396		GQ487366				GQ487336								
Camellia taliensis																		FJ432122																														AB207881	AF380052																			JX161644				AF380095			AB364663							
Camellia pubipetala																																												GQ487447																							AF315472	GQ487417		GQ487387			AF315473	GQ487357								
Phyllodoce aleutica																		HM182008								HM182041									HM182028														HM182033		HM182007																			AB281270												
Phyllodoce breweri																		HM182009								HM182042									HM182029														HM182034		HM182001																					HM182020										
Phyllodoce glanduliflora																		HM182011								HM182044									HM182025														HM182036		HM182002																					HM182017										
Empetrum eamesii					HM147051													AF519551								HM146974															HM146937																															AF519562										
Menziesia multiflora																		AF393439																										AB080038																		AB080048										AB080028		AB080058								
Kalmia cuneata																		U48603								HM182047									HM182026														HM182039		HM182005																					HM182022										
Kalmia microphylla																		U48598								JX890295									JX890297														JX890299		JX890293																					JX890294										
Kalmia hirsuta																		U48601								GU176696									GU176731														GU176645		GU176661																					GU176673										
Kalmia buxifolia																		U48581								GU176695									GU176730														L12619		GU176660																					U61347										
Diplycosia kinabaluensis																		JF801574								JF801220									JF801403									JF801654																										JF801481		JF801320										
Diplycosia ciliolata																		JF801570								JF801214									JF801399									JF801648																										JF801475		JF801314										
Diplycosia penduliflora																		JF801573								JF801219									JF801402									JF801653																										JF801480		JF801319										
Diplycosia pinifolia																		JF801569								JF801213									JF801398									JF801647																										JF801474		JF801313										
Diplycosia commutata																		JF801577								JF801225									JF801394									JF801642																										JF801469		JF801325										
Diplycosia sanguinolenta																		JF801579								JF801227									JF801408									JF801660																										JF801487		JF801327										
Diplycosia apoensis																		FJ010597								JF801211									FJ008970									JF801645																										JF801472		FJ010615										
Diplycosia luzonica																		FJ010600								JF801221									FJ008973									JF801655																										JF801482		JF801321										
Diplycosia punctulata																		JF801568								JF801212									JF801397									JF801646																										JF801473		JF801312										
Diplycosia chrysothrix																		JF801572								JF801217									JF801401									JF801651																										JF801478		JF801317										
Diplycosia rufa																		JF801571								JF801215									JF801400									JF801649																										JF801476		JF801315										
Diplycosia sphenophylla																		JF801566								JF801209									JF801395									JF801643																										JF801470		JF801309										
Diplycosia memecyloides																		JF801567								JF801210									JF801396									JF801644																										JF801471		JF801310										
Diplycosia urceolata																		JF801580								JF801226									JF801407									JF801659																										JF801488		JF801326										
Eubotrys recurva																		JF801557								JF801200									FJ008975									JF801633																										JF801460		FJ010620										
Leucothoe keiskei																		GQ179754								JF801195									GQ179750									JF801628																										JF801455		JF801297										
Leucothoe davisiae																		JF801553								JF801194									FJ008972									JF801627																										JF801454		FJ010617										
Cassiope selaginoides							JF941142											JF976091								HM182095																							JF941145		HM182059																					JF953435										
Cassiope lycopodioides																		HM182074								HM182090																		AB219603							HM182054																			AB219695		AB012754										
Pyrola minor																		AF133744								FJ357259																		HQ661110					JN892804								FJ357276															JN894288										
Pyrola grandiflora																		HM021772								FJ378639																		GQ245364					JN965794								FJ378554															JN966487										
Eubotryoides grayana																		FJ010603								JF801193									FJ008976									JF801626																										JF801453		FJ010621										
Apterosperma oblata																		AY096012																										HQ158592												AY163755	HQ158556												AY070287	AY070305												
Chimaphila maculata									AY294625									AF133751								FJ357252																		FJ357283													FJ357269															AF440414										
Rhodothamnus chamaecistus																		U48605								GU176703									GU176738														Z80194		DQ000607																					U61321										
Rhododendron sinogrande																		JF978404								DQ989007																		DQ999966					JF944051																							JF956101		JN046964								
Rhododendron nuttallii																																AY765504	AY765500	AY765503																											AY765501																		AY765502			
Rhododendron sororium																																AY765612	AY765608	AY765611																											AY765609																		AY765610			
Rhododendron trichanthum																																AY765648	AY765644	AY765647																											AY765645																		AY765646			
Rhododendron aberconwayi																		JF978182								DQ988995																		EU087392					JF943819																							EU087329		JN046731								
Rhododendron orthocladum																																AY765528	AY765524	AY765527																											AY765525																		AY765526			
Rhododendron pachysanthum																																AY765798	AY765794	AY765797																											AY765795																		AY765796			
Rhododendron trichocladum																		JF978434								DQ989008																		AF394253					JF944083																							JF956128		JN046998								
Rhododendron fastigiatum																		JF978256								DQ989002																		DQ999960					JF943895																							JF955960		JN046810								
Rhododendron pulleanum																																GU445706	GU445394	GU445628																											GU445472																		GU445550			
Rhododendron kongboense																																AY765540	AY765536	AY765539																											AY765537																		AY765538			
Rhododendron saruwagedicum																																GU445713	GU445401	GU445635																											GU445479																		GU445557			
Rhododendron makinoi																																AY765840	AY765836	AY765839																											AY765837																		AY765838			
Rhododendron macrosepalum																		AB105223								AB105277	AB105294																	AB105258					AB729095													AB105241																				
Rhododendron siderophyllum																																AY765666	AY765662	AY765665																											AY765663																		AY765664			
Rhododendron moupinense																																AY765468	AY765464	AY765467																											AY765465																		AY765466			
Rhododendron groenlandicum																		X97417		JQ248023																								GQ245395			AF351975		JN965806																							JN966494										
Rhododendron lutescens																																AY765678	AY765674	AY765677																											AY765675																		AY765676			
Rhododendron irroratum																		FJ873387								DQ989005																		EU087393					JF943932																							JF955995		HQ706988								
Rhododendron mucronatum																		EU855861								EU855980									EU855951														HQ706922																							EU855896		HQ707005								
Rhododendron boninense																		AB105229								AB105285	AB105303																	AB038835													AB038935					AB038885																				
Rhododendron baileyi																																AY765576	AY765572	AY765575																											AY765573																		AY765574			
Rhododendron kiusianum																		X96805								EU855976									EU855947									AF394267																	EU855920											EU855891										
Rhododendron anthosphaerum																		JF978192								DQ988996																		DQ999956					JF943829																							JF955898		HQ706954								
Epigaea repens																		U48611								GU176693									GU176728														U49284		GU176659																					U61319										
Stewartia ovata																		HM100490																										HM100632																									AY070282	AY070299		AF380103		HM100570								
Elliottia bracteata																		U48609								GU176690									GU176725														U49285		DQ000600																					U61339										
Harrimanella hypnoides									DQ065769									HM182069								HM182098																							U82766		HM182062						AF155833															U61315										
Bejaria racemosa																		U48604								GU176679									DQ002367										AF419796				L12600		DQ000594																					DQ002351										
Bejaria aestuans																		AF404817								GU176678									DQ002362									AF394264					GU176638		DQ000589																					DQ002346										
Actinidia hemsleyana														AY325356				AF323802																																												AY156911										AF322608		AY225116								
Sinojackia xylocarpa																		AF396451			DQ318002																		DQ318014					AF396191													DQ317986					AF396192																				
Gaultheria trichophylla																		HM597326								HM597671									JF801448									HM597588					JF941727																					HM597496		JF953858										
Gaultheria cardiosepala																		HM597308								HM597655									JF801447									HM597568					JF941577																					HM597481		HM597395										
Gaultheria hookeri																		HM597277								HM597625									FJ008964									HM597538					JF941636																					HM597450		JF953793										
Gaultheria sinensis																		JF976434								HM597658									FJ008963									HM597575					JF941712																					HM597490		JF953847										
Gaultheria hypochlora																		HM597336								HM597680									JF801449									HM597597					JF941640																					HM597507		HM597408										
