Porterandia crosbyi																AF201012																				Z68840																																																
Chimarrhis glabriflora																AF242924																																												AF152641																								
Aitchisonia rosea																DQ662195																				DQ662172																																																
Bobea myrtoides																		JN564046																		JN564170																																																
Bobea elatior																	DQ063668																			AM117209																																																
Limnosipanea erythraeoides																EU821622	AY555112																																																																			
Kailarsenia ochreata																AF201002																				Z68847																																																
Tapiphyllum velutinum																	AJ315098																			AM117281																																																
Nertera holmboei																AF257929	AF257928																																																																			
Nertera assurgens																AF257924	AF257923																																																																			
Alseis blackiana																																				GQ981659																													GQ982141																			
Alseis smithii																AF242905																																												AF152647																								
Coprosma tenuifolia																	DQ501278								GU476400																																																											
Coprosma intertexta																	AY191802																			GQ120443																																																
Coprosma foetidissima																JF950829	JF950728																																																																			
Coprosma cheesmanii																AF257904	AF257903																																																																			
Coprosma grandifolia																	GQ130328																																																																	JF950656		
Coprosma waimeae																AF257915	AF257914																																																																			
Coprosma elatirioides																	AY189122																																																			FJ900047																
Coprosma persicifolia																AF257910	AF257909																																																																			
Coprosma robusta																AF002735	AF257913																																																																			
Coprosma banksii																JF950822																																																																		JF950650		
Coprosma fauriei																AF257908	AF257907																																																																			
Coprosma antipoda																AF257902	AF257901																																																																			
Carphalea cloiselii																AM266816	AM266992																																																																			
Carphalea kirondron																FN376338	FN376361																																																																			
Carphalea pubescens																AM266822	AM266998																																																																			
Carphalea pervilleana																AM266821	AM266997																																																																			
Carphalea angulata																AM266815	AM266991																																																																			
Carphalea obovata																AM266820	AM266996																																																																			
Paederia cavaleriei																FN376323																				FN376315																																																
Paederia brasiliensis																FN376322																				FN376314																																																
Paederia cruddasiana																		GU135050																		GU135213																																																
Paederia mandrarensis																DQ662210																				DQ662185																																																
Paederia farinosa																DQ662207																				DQ662182																																																
Paederia pospischilii																DQ662212																				DQ662187																																																
Paederia pilifera																DQ662211																				DQ662186																																																
Paederia taolagnarensis																DQ662214																				DQ662189																																																
Paederia grandidieri																FN376324																				FN376316																																																
Paederia yunnanensis																																				HM755936																													HM755917																			
Paederia lanata																DQ662208																				DQ662183																																																
Sommera sabiceoides																AF004086																				AM117278																																																
Sommera arborescens																		FJ905393																																															FJ860213																			
Bertiera bracteosa																		JQ588953																		JQ593677																																																
Tamilnadia uliginosa																AF201023		JQ673573																																																																		
Colletoecema magna						FJ226556																														FJ209068																																																
Chapeliera madagascariensis																													FM177151	FM177162																																																						
Sarcopygme pacifica																	FJ907097																												GQ463283																																							
Parapentas setigera																AM266848	AM267022																																																																			
Parapentas battiscombei																AM266847	AM267021																																																																			
Massularia acuminata																AF201005																				Z68841																																																
Exostema lancifolium															Z95503		Z95522																																																																			
Exostema brachycarpum															Z95508		Z95527																																																																			
Exostema stenophyllum															Z95505		Z95524																																																																			
Exostema maynense															Z95514		Z95533																																																																			
Exostema corymbosum															Z95513		Z95532																																																																			
Mussaenda pinatubensis																	AJ846851																																										AM982780																									
Psychotria turrubarensis																	FJ208594																																																FJ208658																			
Psychotria ivorensis																JN643151																																														JN643290																						
Psychotria greenwelliae																	AY350665																																																																		AY350695	
Psychotria hombroniana																	AY350676																																																																		AY350705	
Psychotria quinqueradiata																	FJ208618																																																FJ208676																			
Psychotria aguilarii																	FJ208651																																																FJ208701																			
Psychotria hexandra																	AY350669																																																																		AY350696	
Psychotria muscosa																AF370038	AF071994																																																																			
Psychotria variegata																AF147582	AF149410																																																																			
Psychotria bahiensis																AF147547	AF149364																																																																			
Psychotria fendleri																	FJ208599																																																FJ208660																			
Psychotria ficigemma																		JQ626366																		JQ625868																																																
Psychotria mucronata																AF410736	AF072045																																																																			
Psychotria plantaginoidea																AF410744																																												JN643510																								
Psychotria darwiniana																	JN049744																																																																		JN049688	
Psychotria insularum																AF410724																																												JN643462																								
Psychotria molinae																	FJ208638																																																FJ208692																			
Psychotria cocosensis																	FJ208602																																																FJ208663																			
Psychotria flaviflora																AF147561	AF149383																																																																			
Psychotria ligularis																AF147567	AF149390																																																																			
Psychotria avilensis																AF410694																																												JN643412																								
Psychotria rosulatifolia																	FJ208591																																																FJ208656																			
Psychotria granvillei																AF147563	AF149385																																																																			
Psychotria cyanococca																		JQ588990																		JQ593760																																																
Psychotria ramonensis																	DQ006038																																																DQ006225																			
Psychotria micralabastra																AJ320084																				AJ318453																																																
Psychotria caerulea																AF147551	AF149368																																																																			
Psychotria platypoda																AF147573	AF149399																																																																			
Psychotria dwyeri																	FJ208652																																																FJ208702																			
Psychotria pickeringii																	AY350679																																																																		AY350708	
Psychotria bremekampiana																	AF072000																			AJ002181																																																
Psychotria lundellii																	FJ208597																																																FJ208659																			
Psychotria pittieri																AF002746	AF071998																																																																			
Psychotria hobdyi																	AY350671																																																																		AY350700	
Psychotria insularis																AF147566	AF149388																																																																			
Psychotria petiginosa																JN643179																																														JN643337																						
Psychotria tahitiensis																	AY350675																																																																		AY350704	
Psychotria jinotegensis																	FJ208655																																																FJ208705																			
Psychotria macrophylla																AF005391	AF149392																																																																			
Psychotria succulenta																AF410756																																												JN643542																								
Psychotria domingensis																AF147557	AF149379																																																																			
Psychotria pilosa																AF147572	AF149398																																																																			
Psychotria pseudinundata																AF147574	AF149401																																																																			
Psychotria saltatrix																	FJ208624																																																FJ208680																			
Psychotria guerkeana																JN643142																																														JN643278																						
Psychotria borjensis																AF331653	AF072041																																																																			
Psychotria stenostachya																AF147578	AF149405																																																																			
Psychotria cordobensis																AF147554	AF149372																																																																			
Psychotria brackenridgei																																																												JN643421		JN643247																						
Psychotria luzoniensis																	AY350674																																																																		AY350703	
Psychotria carthagenensis																AF410703																																												JN643433																								
Psychotria urceolata																AF002749	AF149409																																																																			
Psychotria ernestii																AF147559	AF149381																																																																			
Psychotria costularia																AF149374	AF149373																																																																			
Psychotria cadigensis																	AY350673																																																																		AY350702	
Psychotria lorenciana																	FJ208648																																																FJ208699																			
Psychotria barbiflora																AF147548	AF149365																																																																			
Psychotria papantlensis																	FJ208612																																																FJ208672																			
Psychotria hoffmannseggiana																AF147565	AF149387																																																																			
Psychotria fauriei																	AY350663																																																																		AY350692	
Psychotria ferreyrae																AF147560	AF149382																																																																			
Psychotria clivorum																	FJ208650																																																FJ208700																			
Psychotria fruticetorum																	FJ208616																																																FJ208674																			
Psychotria walikalensis																																																												JN643554		JN643383																						
Psychotria mauiensis																	AY350662																																																																		AY350690	
Psychotria calimensis																AF147552	AF149369																																																																			
Psychotria cascajalensis																	FJ208617																																																FJ208675																			
Psychotria orosioides																	FJ208604																																																FJ208665																			
Psychotria astrellantha																AF147545	AF149362																																																																			
Psychotria sixaolensis																	FJ208603																																																FJ208664																			
Psychotria mexiae																	FJ208634																																																FJ208703																			
Psychotria diguana																AF147556	AF149378																																																																			
Psychotria bracteocardia																AF147550	AF149367																																																																			
Psychotria loniceroides																AF410732	AF072034																																																																			
Psychotria jefensis																	FJ208601																																																FJ208662																			
Psychotria orosiana																	FJ208606																																																FJ208667																			
Psychotria brevicalyx																AF410699																																												JN643422																								
Psychotria sarapiquensis																	FJ208640																																																FJ208694																			
Psychotria miombicola																AF410735																																														JN643329																						
Psychotria trichophoroides																AF147580	AF149407																																																																			
Psychotria panamensis																		JQ589648																		JQ593812																																																
Psychotria nubiphila																	FJ208628																																																FJ208684																			
Psychotria laselvensis																	FJ208605																																																FJ208666																			
Psychotria kappleri																AF002747	AF149396																																																																			
Psychotria sylvivaga																	FJ208625																																																FJ208681																			
Psychotria medusula																AF147569	AF149394																																																																			
Psychotria herzogii																AF147564	AF149386																																																																			
Psychotria steyermarkii																	DQ006039																																																DQ006226																			
Psychotria brachybotrya																AF147549	AF149366																																																																			
Psychotria ramuensis																AJ320086																				AJ318455																																																
Psychotria mazaruniensis																AF147579	AF149406																																																																			
Psychotria eggersii																AF147558	AF149380																																																																			
Psychotria lucentifolia																AF147568	AF149391																																																																			
Psychotria correae																		JQ589653																		JQ594641																																																
Psychotria zombamontana																AF410766																																												JN643555																								
Psychotria micrococca																AJ320085																				AJ318454																																																
Psychotria parvifolia																	FJ208623																																																FJ208678																			
Psychotria pichisensis																																																												JN643401		JN643230																						
Psychotria calophylla																	FJ208627																																																FJ208683																			
Psychotria capitata																AF147555	AF149375																																																																			
Psychotria wawrae																	AF034908																																																																		AY350701	
Psychotria jimenezii																	FJ208614																																																FJ208671																			
Psychotria hawaiiensis																	AY350660																																																																		AY350689	
Psychotria pacorensis																	FJ208613																																																FJ208673																			
Psychotria amita																AF147543	AF149360																																																																			
Psychotria lamarinensis																	FJ208619																																																FJ208677																			
Psychotria cenepensis																AF147553	AF149371																																																																			
Psychotria viridis																AF410763	FJ208620																																																																			
Virectaria herbacoursi																	AM981284																																										AM982768																									
Sipaneopsis rupicola																AF243024																																												AF152678																								
Myrmephytum beccarii						AB044152											AM980871																																																																			
Rondeletia apiculata																AF243007	AY730312																																																																			
Rondeletia miraflorensis																AF243009	AY730314																																																																			
Neonauclea chalmersii																	AJ821856										AJ812046																																																									
Neonauclea pseudocalycina																	AJ821855										AJ812038																																																									
Neonauclea glabra																	AJ821863										AJ812045																																																									
Neonauclea celebica																	AJ821870										AJ812051																																																									
Neonauclea cyrtopoda																	AJ821869										AJ812058																																																									
Neonauclea paracyrtopoda																	AJ821865										AJ812047																																																									
Neonauclea media																	AJ821864										AJ812044																																																									
Neonauclea gigantea																	AJ821867										AJ812048																																																									
Otiophora pauciflora																AM266837	FN376363																																																																			
Otiophora angustifolia																AM266829	AM267005																																																																			
Otiophora perrieri																FN376349	FN376364																																																																			
Otiophora pycnostachys																AM266838	AM267014																																																																			
Otiophora lebruniana																AM266833	AM267009																																																																			
Otiophora villicaulis																AM266841	AM267016																																																																			
Otiophora caerulea																AM266830	AM267006																																																																			
Otiophora multicaulis																AM266834	AM267010																																																																			
Otiophora calycophylla																AM266831	AM267007																																																																			
Otiophora parviflora																AM266835	AM267011																																																																			
Cladoceras subcapitatum																AM117290																				AM117216																																																
Palicourea acanthacea																AF147504	AF149314																																																																			
Palicourea angustifolia																AF147506	AF149317																																																																			
Palicourea alpina																AF001341	AF149315																																																																			
Palicourea calophylla																AF147507	AF149318																																																																			
Palicourea nigricans																AF147520	AF149336																																																																			
Palicourea longistipulata																AF147518	AF149334																																																																			
Palicourea salicifolia																		JQ588975																		JQ593728																																																
Palicourea standleyana																AF147527	AF149343																																																																			
Palicourea pittieri																AF147522	AF149338																																																																			
Palicourea gibbosa																AF001344	AF149326																																																																			
Palicourea fendleri																AF147512	AF149324																																																																			
Palicourea longiflora																AF001346	AF149333																																																																			
Palicourea padifolia		JF891330															AF072008																																																																			
Palicourea rigida																AF147526	AF149342																																																																			
Palicourea petiolaris																AF147521	AF149337																																																																			
Palicourea corymbifera																AF001342	AF149320																																																																			
Palicourea lasiorrachis																	AF072009																			AJ002179																																																
Palicourea lineata																AF147517	AF149332																																																																			
Palicourea perquadrangularis																AF147524	AF149340																																																																			
Palicourea triphylla																AF147530	AF149346																																																																			
Palicourea rigidifolia																AF147525	AF149341																																																																			
Palicourea stenosepala																AF147528	AF149344																																																																			
Palicourea tectoneura																AF147529	AF149345																																																																			
Palicourea calophlebia																AF147509	AF149321																																																																			
Palicourea macrobotrys																AF147519	AF149335																																																																			
Palicourea plowmanii																AF147523	AF149339																																																																			
Palicourea fastigiata																AF147511	AF149323																																																																			
Palicourea holmgrenii																AF147514	AF149329																																																																			
Palicourea ulloana																AF147531	AF149347																																																																			
Palicourea andaluciana																AF147505	AF149316																																																																			
Palicourea fuchsioides																AF147513	AF149325																																																																			
Palicourea hospitalis																AF147515	AF149330																																																																			
Palicourea killipii																AF147516	AF149331																																																																			
Opercularia varia																AF257938	AF257937																																																																			
Opercularia aspera																AF257933	AF257932																																																																			
Opercularia hirsuta																AF003610	AF257934																																																																			
Myrmecodia platyrea																	AF034918																			X87147																																																
Trichostachys microcarpa						DQ131792																														FJ209078																																																
Asperula glomerata																																																																					GU357268		GU357395													
Asperula arvensis																																																																						GU357244	GU357372													
Asperula setosa																																																																					GU357246		GU357374													
Asperula molluginoides																																																																						GU357270	GU357397													
Asperula albovii																																																																					GU357269		GU357396													
Arcytophyllum nitidum																AF333359																										AF333361																																										
Arcytophyllum setosum																AF002755	AM182073																																																																			
Arcytophyllum vernicosum																AF333368	AM182076																																																																			
Arcytophyllum ciliolatum																AF333350	AM182064																																																																			
Arcytophyllum peruvianum																AF333356	AM182069																																																																			
Kadua laxiflora																EU642530	AM942776																																																																			
Kadua fosbergii																EU642529	AM942775																																																																			
Kadua elatior																EU642526	AM942772																																																																			
Kadua flynnii																EU642528	AM942774																																																																			
Kadua fluviatilis																EU642527	AM942773																																																																			
Kadua affinis																EU642523	AM942769																																																																			
Kadua axillaris																EU642524	AM942770																																																																			
Kadua coriacea																EU642525	AM942771																																																																			
Notopleura anomothyrsa																		JQ589619																		JQ593713																																																
Notopleura dukei																	AF071989																			AJ002182																																																
Notopleura guadalupensis																AF147562	AF149384																																																																			
Cephalanthus glabratus																																				AJ346974																								AJ346919																								
Vangueria volkensii																	AJ875012																																											AJ874978																								
Vangueria gillettii																	AJ874987																																											AJ874949																								
Vangueria esculenta																	AJ875007																																											AJ874973																								
Vangueria schumanniana																	AJ874989																																											AJ874952																								
Vangueria randii																	AJ875010																																											AJ874976																								
Vangueria soutpansbergensis																	AJ875011																																											AJ874977																								
Vangueria loranthifolia																	AJ874988																																											AJ874951																								
Vangueria proschii																	AJ875009																																											AJ874975																								
Vangueria apiculata																	AJ315095																																											AJ620179																								
Vangueria praecox																	AJ875008																																											AJ874974																								
Vangueria parvifolia																	AJ315092																																											AJ620181																								
Vangueria pygmaea																	AJ315091																																											AJ620152																								
Choulettia reboudiana																DQ662196																				DQ662173																																																
Gardenia carinata																																				JX312203																													JX312215																			
Gardenia resiniflua																		JF270792																		JF265445																																																
Gardenia gjellerupii																																				JX459575																													JX675228																			
Gardenia obtusifolia																																				JX312199																													JX312211																			
Gardenia tubifera																																				JX459574																													JX675227																			
Gardenia thailandica																																				JX459573																													JX312213																			
Guettarda valenzuelana																		HM446697																		HM446808																																																
Guettarda scabra																AF242963	AF323061																																																																			
Allenanthus hondurensis																AF242904																																												AF152734																								
Phialanthus grandifolius																AF242993																																												AF152708																								
Rennellia elliptica						AM945232																														AM945291																																																
Sabicea ceylanica																	AM981275																																										AM982754																									
Sabicea hierniana																	AM981276																																										AM982756																									
Sabicea xanthotricha																	AM409045																																										AM982762																									
Sabicea mexicana																	AM981277																																										AM982760																									
Sabicea venosa																	AM409041																																										AM982761																									
Sabicea caminata																	AM409010																																										AM982753																									
Pterogaillonia calycoptera																DQ662216																				DQ662191																																																
Stelechantha makakana						FJ226552																														FJ209081																																																
Anthospermum aethiopicum																AF257897	AF257896																																																																			
Canthium mrimaense																	AJ617775																																											AJ620174																								
Canthium stenosepalum																	AJ315085																																											AJ620182																								
Canthium bugoyense																	AJ315084																																											AJ620172																								
Canthium ciliatum																	AJ617750																																											AJ620121																								
Canthium glaucum																	AJ617752																																											AJ620124																								
Canthium venulosum																	EU584301																											EU584368																																								
Richardia brasiliensis																	AM939533																																			AM933007																																
Crucianella filifolia																																																																						GU357263	GU357390													
Crucianella chlorostachys																																																																					GU357266		GU357393													
Crucianella sintenisii																																																																					GU357264		GU357391													
Gynochthodes sessilis																	FJ907048																												GQ463260																																							
Gynochthodes oresbia																	FJ907047																																									FJ907114																										
Heinsenia diervilleoides																AM117314																				AJ286690																																																
Myrmeconauclea stipulacea																	AJ821879										AJ812066																																																									
Catesbaea fuertesii																	AY205364																			AY205347																																																
Chamaepentas nobilis																AM266881	AM267053																																																																			
Chamaepentas longituba																AM266878	AM267050																																																																			
Sericanthe jacfelicis																													DQ180523																															DQ180592																								
Macrosphyra longistyla																AF201004	AF493436																																																																			
Oldenlandia densiflora																	AM939503																																			AM932980																																
Airosperma trichotomum													HM164349			HM164190																																																																				
Rothmannia fischeri																		JF270919																		JF265576																																																
Coelospermum crassifolium																	FJ907042																																									FJ907108																										
Schenckia blumenaviensis						AJ233994																														AJ288622																																																
Duroia micrantha	AF183719																AF183788																																																																			
Cyclophyllum ixoroides																FJ150615																																												FJ150539																								
Faramea crassifolia																HM042567	HM042456																																																																			
Faramea torquata																HM042568	HM042455																																																																			
Hymenodictyon excelsum																																				FN376376																								FN376381																								
Hymenodictyon decaryi																	AJ346903																			AJ347013																																																
Hymenodictyon flaccidum																	AJ346904																			AJ347014																																																
Catunaregam nilotica																AM117289																				AM117213																																																
Triainolepis hildebrandtii						AJ234020																														AJ288625																																																
Triainolepis arcuata																AM266895	AM267065																																																																			
Triainolepis tomentella																AM266900	AM267069																																																																			
Triainolepis africana																AF129276	AM267066																																																																			
Ecpoma hierniana						DQ131727											AM409055																																																																			
Didymaea floribunda																																																																						GU357314	GU357442													
Chassalia macrodiscus																JN643109																																														JN643216																						
Chassalia subcordatifolia																AF369840	AF410683																																																																			
Hippotis scarlatina						DQ131741										AF331650																																																																				
Rytigynia neglecta																																																						FN386430						AJ874964																								
Rytigynia monantha																																																						FN386429						AJ874963																								
Rytigynia lichenoxenos																	AJ874997																																											AJ874960																								
Rytigynia longicaudata																																																						FN386427						AJ874961																								
Rytigynia fuscosetulosa																	AJ315097																																											AJ620173																								
Rytigynia hirsutiflora																	AJ874995																																											AJ874958																								
Rytigynia pseudolongicaudata																	AJ874999																																					FN386432																														
Rytigynia induta																	AJ874996																																											AJ874959																								
Rytigynia longipedicellata																																																						FN386428						AJ874962																								
Rytigynia uhligii																	AJ875003																																											AJ874969																								
Rogiera langlassei																AF243002	JX474878																																																																			
Psydrax schimperiana																EU821626	AJ617771																																																																			
Psydrax laxiflorens																		JN564047																		JN564325																																																
Psydrax parviflora																	AJ315110																																					FN386414																														
Psydrax livida																EF205647	AJ617769																																																																			
Psydrax odorata																AF004031																																												AF152656																								
Psydrax kraussioides																	AJ617768																																					FN386413																														
Margaritopsis nudiflora																																																														JN643222			JX155230																			
Kraussia socotrana																AM117326																				AJ286706																																																
Ancylanthos rubiginosus																	AJ617748																																											AJ620119																								
Galopina crocylloides																AF002764	AF257918																																																																			
Galium valdepilosum																																																																						GU357293	GU357421													
Galium cespitosum																																																																						GU357292	GU357420													
Galium friedrichii																																																																						GU357285	GU357412													
Galium sterneri																		JN894559																		JN893532																																																
Galium sylvaticum																																																																						GU357280	GU357407													
Galium suecicum																																																																						GU357289	GU357417													
Galium cometerhizon																																																																						GU357290	GU357418													
Galium aschenbornii																																																																						HM055774	HM055813													
Galium productum																																																																						GU357274	GU357401													
Galium ossirwaense																																																																						GU357284	GU357411													
Galium pumilum																																																																						GU357288	GU357416													
Galium tomentosum																																																																						GU357306	GU357434													
Galium corrudifolium																																																																						GU357282	GU357409													
Galium songaricum																																																																						GU357248	GU357376													
Galium aetnicum																																																																						GU357281	GU357408													
Galium rivale																																																																						GU357286	GU357413													
Galium bifolium																																																																						GU357247	GU357375													
Galium estebani																																																																						GU357287	GU357415													
Galium pyrenaicum																																																																						GU357294	GU357422													
Galium bolanderi																																																																						GU357217	GU357345													
Pauridiantha letestuana						FJ226544																														FJ209083																																																
Pauridiantha udzungwaensis																HM042582																																																										HM042556										
Breonia fragifera																																				FN376373																								FN376377																								
Breonia sphaerantha																																				FN376374																								FN376378																								
Callipeltis cucullaris																																																																						GU357272	GU357399													
Deppeopsis foliosa																	JX474885																																											JX474896																								
Deppeopsis hernandezii																	JX474887																																											JX474899																								
Dentella dioeca																																										EU543090															EU557692																											
Suberanthus stellatus																AF243028																																												AF152736																								
