Hedera rhombea	AF506100		HQ220400	GU054703		HQ220336			GU055083			HQ220432	HQ220273	AY163529	GU054608						HQ220592								AY204078	
Hedera pastuchovii	AF506103		GU054894	GU054704		GU054989			GU055084			HQ220430	HQ220271	GU054514	AJ131239						HQ220590								HQ234582	
Hedera azorica	AF506107		HQ220376			HQ220312			AF515541	HM850708		HQ220408	HQ220249	AY163530	AJ131218			HM850042			HQ220568								HQ234517	
Hedera algeriensis	AF506094		GU054933	GU054743		HQ220313			HQ220347	HE970710		HQ220411	HQ220252	GU054553	AJ131217			HE963505			AY163508								HQ234505	
Aralia spinosa			AF094458	GU054794	GQ983605	GU055079			GU055174	U58604			GQ243763	GU054604	U66928			L11166		AY189035	GU054889	U72481					GQ983963	EU281115	AY204045	
Tetrapanax papyrifer			GU054948	GU054758	GQ983624	GU055043			AY393783	U58620			GQ243827	GU054568	U63192		GQ435789	GQ436708	GU004117	AY189111	GU054853	U72472					GQ983889		AY204006	
Fatsia japonica	AF506121		GQ244048	AY171077		EU786161			EU786164	U58610		FJ470179	HQ220274	AY163545	EU786158			FJ470119		AY189069	HQ220593	U72474					FJ470212		AY203996	
Hedera helix		X16604	HQ220387	AY171079	AF092105	HQ220314			HQ220355	JN895670		HQ220419	HQ220260		AJ131228			JQ412372		AF479194	HQ220579	U72477					AY188242	DQ401390	HQ234541	
Panax japonicus	JN700291	D84100				HQ112528				HQ113071			JN700282	JN700296	U41701		GQ435795	HQ112602			HQ112880		AY275928			JN700321				
Panax notoginseng	JN700401	AB027525				HQ112529		EU574685		AB088002			JN700352	JN700406	U41684			JF950030			JN700337		AY275931			JN700431			AY204040	
Panax quinquefolius	JN700391	D85172	GQ244072		AJ236210	HQ112534		EU574687	AY393751	AB044904			GQ243801	JN700396	HQ112439			GQ436709	HQ650812	AF479193	HQ112888		AY275938			JN700501				
Panax ginseng	JN700461	D83275		AF130204		HQ112510		EU234581	AF366930	AB044903		AB649416	JN700452	JN700466	EU592021			JF950028	HQ650811	GQ178077	AB649346		AY275926			AB649381				
