Dischidia astephana													DQ334576					DQ334534																											DQ334459			
Pleurostelma cernuum																		AJ410243																			HE793826								AJ320450			
Echidnopsis repens																		AJ488383																										AJ810958	DQ469530			
Echidnopsis angustiloba																		AJ488380																										AJ810975	DQ469522			
Tylophora apiculata																		AJ410255																			HE793830								AJ320453			
Tylophora anomala																		AJ410252																			HE793787								AJ320452			
Tylophora heterophylla																		AJ410261																			HE793836								AJ320461			
Tylophora yunnanensis																		AJ320441																			HE793845								AJ320471			
Tylophora tenuipedunculata																		AJ320429																			HE793842								AJ320467			
Tylophora villosa																		AJ320438																			HE793844								AJ320469			
Tylophora oblonga																		AJ320423																			HE793838								AJ320464			
Tylophora flanaganii																		AJ410258																			HE793834								AJ320457			
Tylophora conspicua																		AJ320405																			HE793832								AJ320455			
Tylophora parviflora																		AJ320426																			HE793839								AJ320465			
Mondia whitei																		AJ581802												AJ581679									DQ916896									
Mondia ecornuta											AY899941							DQ221177															AJ419751															
Lagarinthus multicaulis									AM295585									AM295584																											AM396875			
Gonolobus chloranthus					EU038903													EU031583																						EU038838								
Gonolobus fraternus					EU038904													EU031585																						EU038840								
Gonolobus grandiflorus					EU038906													EU031588																						EU038843								
Gonolobus breedlovei					EU038902													EU031582																						EU038837								
Gonolobus jaliscensis					EU038908													EU031590																						EU038845								
Gonolobus jamaicensis					EU038909													EU031591																						EU038846								
Gonolobus bibarbatus					EU038901													EU031581																						EU038836								
Gonolobus parviflorus																		AY163689																						AJ704529	DQ026768							
Gonolobus waitukubuliensis					EU038920													EU031602																						EU038856								
Gonolobus uniflorus					EU038919													EU031601																						EU038855								
Gonolobus pectinatus					EU038911													EU031593																						EU038848								
Gonolobus youroumaynensis					EU038921													EU031603																						EU038857								
Gonolobus stephanotrichus					EU038917													EU031597																						EU038852								
Gonolobus stapelioides				EU038913														EU031595																						EU038850								
Gonolobus albomarginatus					EU038898													EU031579																						EU038834								
Gonolobus stenosepalus					EU038916													EU031596																						EU038851								
Gonolobus arizonicus					EU038899													EU031580																						EU038835								
Gonolobus iyanolensis					EU038907													EU031589																						EU038844								
Gonolobus niger					EU038910													EU031592																						EU038847								
Gonolobus gonoloboides					EU038905													EU031587																						EU038842								
Aspidosperma pyrifolium									AF214164		JX850029							AF214318																														
Stapeliopsis neronis			AY790381															AJ488473																											AJ488827			
Oxypetalum appendiculatum																		AY163709																						DQ026715	DQ026779							
Chilocarpus suaveolens											Z70184							AM295089															X92445															
Chilocarpus rostratus																		EF456097						EF456391																EF456523								
Brachystelma malwanense									EU312088									EU120015																											EU106703			
Brachystelma edulis									EU127982									EU120013																											EU106702			
Matelea prosthecidiscus					EU038950													EU031627																						EU038880								
Matelea oblongata				EU038946														EU031623																						EU038877								
Matelea viridivenia					EU038969													EU031637																						EU038890								
Matelea inconspicua					EU038942													EU031618																						EU038872								
Matelea cordata					EU038928													EU031608																						EU038862								
Matelea hemsleyana					EU038941													EU031617																						EU038871								
Matelea bicolor				EU038927														EU031606																						EU038860								
Matelea ekmanii				EU038935														EU031615																						EU038869								
Matelea dictyantha					EU038934													EU031614																						EU038868								
Matelea phainops					EU038949													EU031626																						EU038879								
Matelea gonoloboides					EU038940													EU031616																						EU038870								
Matelea pubiflora					EU038951													EU031628																						EU038881								
Matelea pedalis																		AY163699																						AJ704530	DQ026772							
Matelea tamnifolia				EU038959														EU031634																						EU038887								
Matelea reticulata					EU038953													EU031631																						EU038884								
Matelea decaisnei					EU038932													EU031612																						EU038866								
Matelea cordifolia					EU038929													EU031609																						EU038863								
Matelea nipensis					EU038944													EU031622																						EU038876								
Matelea correllii					EU038930													EU031610																						EU038864								
Matelea sintenisii				EU038955														EU031633																						EU038886								
Matelea rubra					EU038954													EU031632																						EU038885								
Matelea trachyantha					EU038966													EU031635																						EU038888								
Matelea lanata					EU038943													EU031619																						EU038873								
Matelea variifolia				EU038968														EU031636																						EU038889								
Orbea prognatha			AJ519977															AJ488439																											AJ488811			
Skytanthus acutus									AF214269									AF214423															AJ403003															
Aspidoglossum delagoense									AM295709									AM295708																											AM396895			
Aspidoglossum connatum									AM295698									AM295699																											AM396894			
Hoodia parviflora																	JN117264														JN029938			FJ026609														
Ichnocarpus rhombifolius																		EF456190						EF456471																EF456588								
Tweedia coerulea									AF214289									AF214443															AJ419765															
Petchia ceylanica											AM295072							AM295093															AM295083															
Australluma peschii																	HM475404	AJ488323																											AJ488776			
Pseudolithos migiurtinus																	HM475466	AJ488451																											AJ488820			
Marsdenia suberosa																		AY163697																						AJ704457	DQ026771							
Marsdenia billardierei																	HQ327612	HQ327497																											HQ327499			
Diplolepis bulligera									HQ207610									HQ207590																						HQ207631								
Diplolepis mucronata									HQ207611									HQ207575																						HQ207632								
Diplolepis pachyphylla									HQ207619									HQ207580																						HQ207637								
Diplolepis australis									HQ207627									HQ207586																						HQ207641								
Diplolepis descolei									HQ207613									HQ207593																						AJ699303								
Diplolepis diemii									HQ207615									HQ207579																						HQ207635								
Diplolepis nummulariifolia									HQ207625									AJ290851																						AJ699334								
Diplolepis boerhaviifolia									AJ428608									HQ207589																						AJ699331								
Tavaresia barklyi			AJ519970															AJ519948																											AJ488829			
Quaqua mammillaris			AY790389															AY780510															AM234840															
Diplostigma canescens																		AJ410200																			HE793820								AJ320445			
Plumeria obtusa									AF214255									AF214409																									AJ235566					
Minaria ditassoides																	JN574603																						JN574547						JN805940			
Ceropegia jainii									EU127972									EU120000																											EU106693			
Ceropegia monticola									AM490377									AM490376																											AM493306			
Ceropegia fantastica									EU127978									EU120006																											EU312083			
Ceropegia odorata									EU127962									EU119993																											EU106701			
Ceropegia longifolia									AM491571									AM491572																											AM493283			
Ceropegia pubescens									AM490378									AM490379																											AM493280			
Ceropegia vincifolia									EU127990									EU120020																											EU106681			
Ceropegia cimiciodora																	HM475453	HM475503																											HM475341			
Ceropegia occidentalis																	HM475455	HM475505																											HM475343			
Ceropegia noorjahaniae									EU127973									EU120001																											EU106697			
Ceropegia attenuata									EU127961									EU119992																											EU106700			
Ceropegia santapaui									EU127960									EU119991																											EU106695			
Ceropegia hirsuta									EU127974									EU120002																											EU106688			
Ceropegia albisepta									AM491528									AM491527																											AM493299			
Ceropegia oculata									EU127970									EU119998																											EU106679			
Ceropegia panchganiensis									EU127980									EU120011																											EU106682			
Ceropegia cumingiana									AM491546									AM491545																											AM493294			
Ceropegia mohanramii									EU127979									EU120010																											EU106698			
Ceropegia meleagris									AM491582									AM491581																											AM493282			
Ceropegia huberi									EU127976									EU120004																											EU106694			
Ceropegia striata									AJ410045									AJ410044																											AJ310788			
Ceropegia rollae									EU127969									EU119997																											EU106686			
Ceropegia woodii																					HQ593793												X91775												AM493292			
Ceropegia mahabalei									EU127977									EU120005																											EU106692			
Ceropegia evansii									EU127975									EU120003																											EU106680			
Ceropegia anantii									EU127963									EU119994																											EU106699			
Ceropegia anjanerica									EU127981									EU120012																											EU106690			
Stathmostelma diversifolium									AM295634									AM295635																											AM396856			
Stathmostelma verdickii									AM295640									AM295641																											AM396858			
Stathmostelma pauciflorum									AM295639									AM295638																											AM396857			
Metaplexis japonica									AJ428812									AJ428811																											AJ492807			
Blepharodon mucronatum									AJ290839									AJ290840																						AJ699338								
Blepharodon grandiflorum									AJ290838									AJ290837																						AJ699337								
Blepharodon glaucescens									AJ699291									AJ699289																						AJ699292								
Pachycarpus concolor									AM295598									AM295599																											AM396843			
Pachycarpus dealbatus									AM295604									AM295605																											AM396845			
Pachycarpus coronarius									AM295603									AM295602																											AM396844			
Pachycarpus goetzei									AM295609									AM295608																											AM396846			
Pachycarpus appendiculatus									AM295592									AM295593																											AM396841			
Pachycarpus asperifolius									AM295597									AM295596																											AM396842			
Pachycarpus reflectens									AM295621									AM295620																											AM396850			
Anomalluma mccoyi																		AJ488310																HM475465											AJ488772			
Goydera somaliense																		AJ410209																			HE793821								AJ320447			
Madangia inflata													DQ334583					DQ334541																											DQ334509			
Stomatostemma monteiroae																		AJ581832												AJ581693									DQ916905									
Rhyssolobium dumosum			AM233396														AM231771	AJ431775																														
Miraglossum verticillare									AM295591									AM295590																											AM396840			
Caralluma adscendens									AJ488332									AJ488331																											AJ488779			
Caralluma faucicola																		HM475483																HM475424											HM475321			
Cabucala polysperma											AM295067							AM295088															AM295079															
Condylocarpon amazonicum									AF214183		DQ837537							AF214337																														
Mandevilla krukovii																								DQ522749																DQ522831	DQ522790							
Mandevilla tricolor																								DQ522765																DQ522847	DQ522806							
Mandevilla subspicata																								AY597561																AY597595	AY597629							
Mandevilla nerioides																								DQ522755																DQ522837	DQ522796							
Mandevilla lancifolia																								DQ522750																DQ522832	DQ522791							
Cynanchum hastifolium									AJ428611									AJ428610																											AJ492743			
Cynanchum rauhianum									AJ428725									AJ428724																											AJ492789			
Cynanchum altiscandens									AJ428593									AJ428592																											AJ492738			
Cynanchum rubricoronae									AJ428737									AJ428736																											AJ492794			
Cynanchum abyssinicum									AJ428581									AJ428580																											AJ492734			
Cynanchum meyeri									AJ428680									AJ428679																											AJ492772			
Cynanchum thesioides									AJ492371									AJ492370																											AJ492800			
Cynanchum formosum									AJ428641									AJ428640																						AJ699346								
Cynanchum streptanthum									AJ704318									AJ704316																						AJ704319								
Cynanchum falcatum									AJ428632									AJ492332																											AJ492753			
Cynanchum rungweense									AJ428740									AJ428739																											AJ492795			
Cynanchum viminale											JQ024993							AJ290912															JQ025085															
Cynanchum foetidum									AJ428638									AJ428637																											AJ492818			
Cynanchum crassiantherae									AJ428617									AJ428616																											AJ492746			
Cynanchum longipes									AJ428665									AJ428664																											AJ492766			
Cynanchum africanum									AJ428590									AJ428589																											AJ492737			
Cynanchum blandum									AJ428605									AJ428604																											AJ492742			
Cynanchum polyanthum									AJ428713									AJ428712																											AJ492785			
Cynanchum longirostrum									AJ704314									AJ704315																						AJ704312								
Cynanchum orangeanum									AJ492360									AJ492359																											AJ492778			
Cynanchum floribundum									AJ428635									AJ428634																											AJ492754			
Cynanchum grandidieri									AJ290856									AJ290855																											AJ492801			
Cynanchum schistoglossum									AJ492365									AJ492364																											AJ492796			
Cynanchum obtusifolium									AJ428692									AJ428691																											AJ492777			
Cynanchum praecox									AJ428716									AJ428715																											AJ492786			
Cynanchum natalitium									AJ428689									AJ428688																											AJ492775			
Cynanchum gerrardii									AJ428647									AJ428646																											AJ492758			
Aspidonepsis flava									AM295692									AM295693																											AM396899			
Aspidonepsis diploglossa									AM295697									AM295696																											AM396898			
Cibirhiza albersiana			AM233381															FM178484															AJ419741															
Cibirhiza dhofarensis			AM233382															AJ431739																											FM178490			
Cryptolepis buchananii																		DQ916870												DQ916838									DQ916888									
Cryptolepis capensis																		DQ916871												DQ916839									DQ916889									
Boucerosia nilagiriana									HM366933									HM366927																											HM366922			
Boucerosia lasiantha									EU267090									EU267100																											EU267902			
Boucerosia pauciflora									EU267091									EU267101																											EU267905			
Fockea angustifolia			AM233386														AM231761	AM233366																														
Fockea comaru			AM233389														AM231763	AM233371																														
Secamone geayi											Z98184							DQ221194															AJ419761															
Secamone filiformis			AM233397														AM231772	AJ431777																														
Secamone glaberrima									AF214266		AY899950							AF214420																														
Secamone oleifolia									AF214267		AY899954							AF214421																														
Xysmalobium gerrardii									AM295662									AM295661																											AM396864			
Xysmalobium parviflorum									AM295674									AM295673																											AM396868			
Xysmalobium involucratum									AM295668									AM295667																											AM396866			
Xysmalobium kaessneri									AM295669									AM295670																											AM396867			
Xysmalobium tysonianum									AM295675									AM295676																											AM396869			
Xysmalobium heudelotianum									AM295663									AM295664																											AM396865			
Asclepias mcvaughii														GQ304319	GQ304436									GQ281170																								
Asclepias brachystephana														GQ304340	GQ304457									GQ281191																								
Asclepias schaffneri														GQ304324	GQ304441									GQ281175																								
Asclepias randii														GQ304295	GQ304412									GQ281146																								
Asclepias otarioides														GQ304327	GQ304444									GQ281178																								
Asclepias sanjuanensis														GQ304382	GQ304497									GQ281233																								
Asclepias meadii														GQ304367	GQ304483									GQ281218																								
Asclepias cinerea														GQ304389	GQ304504									GQ281240																								
Asclepias viridula														GQ304390	GQ304505									GQ281241																								
Asclepias quinquedentata														GQ304323	GQ304440									GQ281174																								
Asclepias atroviolacea														GQ304318	GQ304435									GQ281169																								
Asclepias macroura														GQ304387	GQ304502									GQ281238																								
Asclepias pratensis														GQ304348	GQ304464									GQ281199																								
Asclepias mirifica														GQ304385	GQ304500									GQ281236																								
Asclepias ovalifolia														GQ304364	GQ304480									GQ281215																								
Asclepias woodii									AM295710									AM295711																											AM396893			
Asclepias notha														GQ304329	GQ304446									GQ281180																								
Asclepias amplexicaulis														GQ304361	GQ304477									GQ281212																								
Asclepias puberula														GQ304347	GQ304463									GQ281198																								
Asclepias lynchiana														GQ304386	GQ304501									GQ281237																								
Asclepias nummularia														GQ304325	GQ304442									GQ281176																								
Asclepias verticillata														EU675562	EU675600									EU675524																								
Asclepias latifolia														EU675570	EU675608									EU675532																								
Asclepias gentryi														GQ304359	GQ304475									GQ281210																								
Asclepias lemmonii														GQ304326	GQ304443									GQ281177																								
Asclepias zanthodacryon														GQ304338	GQ304455									GQ281189																								
Asclepias angustifolia														EU675569	EU675607									EU675531																								
Asclepias elata														GQ304384	GQ304499									GQ281235																								
Asclepias texana														EU675565	EU675603									EU675527																								
Asclepias crispa									AM295728									AM295726																											AM396881			
Asclepias glaucescens														GQ304383	GQ304498									EU675543																								
Asclepias erosa														EU675553	EU675591									EU675515																								
Asclepias nivea														EU675559	EU675597									EU675521																								
Asclepias viridiflora														EU675551	EU675589									EU675513																								
Asclepias brevipes									AM295722									AM295723																											AM396880			
Asclepias stellifera									AM295715									AM295714																											AM396891			
Asclepias flava														GQ304355	GQ304471									GQ281206																								
Asclepias ruthiae														GQ304380	GQ304495									GQ281231																								
Asclepias nyctaginifolia														EU675548	EU675586									EU675510																								
Asclepias emoryi														GQ304304	GQ304421									GQ281155																								
Asclepias michauxii														GQ304372	GQ304487									GQ281223																								
Asclepias mexicana														GQ304358	GQ304474									GQ281209																								
Asclepias viridis														EU675579	EU675617									EU675541																								
Asclepias albens									AM295721									AM295720																											AM396879			
Asclepias cucullata									AM295733									AM295732																											AM396883			
Asclepias labriformis														GQ304378	GQ304493									GQ281229																								
Asclepias variegata														GQ304365	GQ304481									GQ281216																								
Asclepias circinalis														GQ304346	GQ304462									GQ281197																								
Asclepias uncialis														GQ304381	GQ304496									GQ281232																								
Asclepias vinosa														GQ304332	GQ304449									GQ281183																								
Asclepias rubra														GQ304392	GQ304507									GQ281243																								
Asclepias eriocarpa														EU675580	EU675618									EU675542																								
Asclepias sullivantii														EU675577	EU675615									EU675539																								
Asclepias hirtella														EU675550	EU675588									EU675512																								
Asclepias pedicellata														GQ304391	GQ304506									GQ281242																								
Asclepias boliviensis														EU675557	EU675595									EU675519																								
Asclepias similis														GQ304337	GQ304454									GQ281187																								
Asclepias elegantula														GQ304351	GQ304467									GQ281202																								
Asclepias quadrifolia														GQ304368	GQ304484									GQ281219																								
Asclepias multicaulis														GQ304296	GQ304413									GQ281147																								
Asclepias candida														GQ304353	GQ304469									GQ281204																								
Asclepias jaliscana														GQ304352	GQ304468									GQ281203																								
Asclepias hypoleuca														GQ304320	GQ304437									GQ281171																								
Asclepias speciosa														EU675571	GQ304479									GQ281214																								
Asclepias connivens														GQ304374	GQ304489									GQ281225																								
Asclepias pumila														EU675563	EU675601									EU675525																								
Asclepias tomentosa														GQ304373	GQ304488									GQ281224																								
Asclepias linearis														GQ304357	GQ304473									GQ281208																								
Asclepias cordifolia														EU675556	EU675594									EU675518																								
Asclepias solanoana														GQ304312	GQ304429									GQ281163																								
Asclepias inaequalis									AM295681									AM295682																											AM396871			
Asclepias aurea														GQ304291	GQ304408									GQ281142																								
Asclepias macrosperma														GQ304376	GQ304491									GQ281227																								
Asclepias lanceolata														GQ304362	GQ304478									GQ281213																								
Asclepias arenaria														GQ304307	GQ304424									GQ281158																								
Asclepias feayi														GQ304388	GQ304503									GQ281239																								
Asclepias pellucida														GQ304341	GQ304458									GQ281192																								
Asclepias scaposa														GQ304311	GQ304428									GQ281162																								
Asclepias scheryi														GQ304335	GQ304452									GQ281186																								
Asclepias perennis														EU675566	EU675604									EU675528																								
Asclepias prostrata														GQ304308	GQ304425									GQ281159																								
Asclepias barjoniifolia														EU675558	EU675596									EU675520																								
Asclepias stenophylla														GQ304309	GQ304426									GQ281160																								
Asclepias humistrata														EU675555	EU675593									EU675517																								
Asclepias ovata														GQ304328	GQ304445									GQ281179																								
Asclepias auriculata														GQ304342	GQ304459									GQ281193																								
Asclepias phenax														GQ304331	GQ304448									GQ281182																								
Asclepias rosea														GQ304322	GQ304439									GQ281173																								
Asclepias hallii														EU675572	EU675610									EU675534																								
Asclepias fournieri														GQ304339	GQ304456									GQ281190																								
Asclepias oenotheroides														EU675547	EU675585									EU675509																								
Asclepias virletii														GQ304333	GQ304450									GQ281184																								
Asclepias obovata														GQ304371	GQ304486									GQ281222																								
Asclepias macropus														GQ304293	GQ304410									GQ281144																								
Asclepias densiflora														GQ304297	GQ304414									GQ281148																								
Asclepias melantha														GQ304321	GQ304438									GQ281172																								
Asclepias involucrata														GQ304377	GQ304492									GQ281228																								
Asclepias curtissii														GQ304366	GQ304482									GQ281217																								
Asclepias welshii														GQ304375	GQ304490									GQ281226																								
Asclepias engelmanniana														EU675549	EU675587									EU675511																								
Asclepias subverticillata														GQ304356	EU675602									GQ281207																								
Asclepias jorgeana														GQ304343	GQ304460									GQ281194																								
Asclepias standleyi														GQ304306	GQ304423									GQ281157																								
Asclepias purpurascens														EU675573	EU675611									EU675535																								
Calotropis gigantea											JN228932							JX390724															EU196254															
Schlechterella abyssinica																		AJ581830												AJ581691									DQ916904									
Fischeria panamensis					EU038896													EU031577																						EU038832								
Fischeria scandens					EU038897													EU031578																						EU038833								
Fanninia caloglossa									AM295688									AM295687																											AM396902			
Apocynum pictum									DQ463217									DQ463216												DQ451830																		
Apocynum hendersonii									DQ463214									DQ463215												DQ451831																		
Apocynum venetum									DQ463212									DQ463213												DQ449485																		
Metalepis albiflora									AJ428776									AJ428775																											AJ492808			
Schizoglossum cordifolium									AM295627									AM295626																											AM396853			
Schizoglossum filiforme									AM295633									AM295632																											AM396855			
Schizoglossum atropurpureum									AM295622									AM295623																											AM396852			
Schizoglossum eustegioides									AM295628									AM295629																											AM396854			
Rauvolfia littoralis											GQ982085												HQ638324										GQ981865															
Rauvolfia ligustrina																						HQ638249	HQ638323										JQ590240															
Rauvolfia cambodiana																						HQ638231	HQ638308							AB376674																		
Rauvolfia densiflora																						HQ638234	HQ638311							HQ386694																		
Anisotoma cordifolia																		AJ410018															AM234829												AJ310780			
Stapelia leendertziae									AF214270									AF214424															X91778															
Baissea leonensis																		AF214320															AJ002881									AJ420114						
Woodia mucronata									AM295656									AM295655																											AM396862			
Huernia keniensis									AJ488398									AJ488397																											AJ488802			
Glossostelma ceciliae									AM295768									AM295769																											AM396903			
Gunnessia pepo													DQ334570					DQ334528																											DQ334446			
Leptadenia hastata									AJ410057									AJ410056																											AJ310787			
Hoya pubera																	HQ327623									AF506174																			HQ327526			
Hoya neoebudica																	HQ327657									AF506169																			HQ327516			
Hoya cinnamomifolia																	HQ327642									AF506156																			HQ327510			
Hoya pseudolittoralis													DQ334585					DQ334543																											DQ334478			
Hoya merrillii																	HQ327635									AF506167																			HQ327505			
Hoya finlaysonii																	HQ327637									AF506161																			HQ327506			
Hoya gracilis													DQ334568					DQ334526																											DQ334441			
Hoya venusta													DQ334603					DQ334560																											DQ334507			
Hoya cumingiana																	HQ327673									AF506158																			HQ327521			
Notechidnopsis tessellata			AY790371															AJ402132																											AJ402156			
Pentarrhinum gonoloboides									AJ428821									AJ428820																											AJ492811			
Pentarrhinum abyssinicum									AJ428818									AJ428817																											AJ492810			
Pentarrhinum somaliense									AJ428824									AJ492376																											AJ492813			
Riocreuxia torulosa																		AJ574842															AM234841												AM493295			
Rhazya stricta											AM295074							AM295095															AM295086															
Periploca laevigata																		DQ916882												DQ916858									DQ916899									
Pentatropis madagascariensis																		AJ410237																			HE793823								AJ320448			
Neisosperma citrodorum																														AB331866			JF738814							AB364619								
Tassadia berteroana									AJ428791									AJ428790																						AJ699336								
Raphionacme galpinii																		DQ916884												DQ916861									DQ916902									
Raphionacme monteiroae			AM233395														AM231770	AM233377																														
Jobinia lindbergii																		AY163694																						AJ704490	DQ026770							
Plectaneia stenophylla									AF214252									AF214406															AM295084															
Calciphila gillettii																		AM229662																			HE793817								AM229664			
Carissa bispinosa									AF214172									AF102391															JQ014160															
Ischnolepis graminifolia											AY899940							AJ581798												AJ581678																		
Orthanthera albida									AJ410060									AJ410059																											AJ310792			
Odontanthera radians									AJ428815									AJ428814																											AJ492809			
Gomphocarpus tomentosus									AM295755									AM295754																											AM396872			
Gomphocarpus glaucophyllus									AM295761									AM295760																											AM396907			
Gomphocarpus abyssinicus									AM295750									AM295751																											AM396904			
Hemipogon andinus									AJ704294									AJ704292																						AJ704295								
Microloma tenuifolium																		AJ410221															AM234837							AJ699325								
Vincetoxicum stocksii																		AJ410278																			HE793850								AJ320475			
Vincetoxicum carnosum																		AJ410272																			HE793847								AJ320473			
Trachycalymma foliosum									AM295650									AM295649																											AM396861			
Ectadium latifolium																		DQ916874												DQ916846									DQ916892									
Cordylogyne globosa									AM295689									AM295690																											AM396901			
Finlaysonia lanuginosa																		DQ916876												DQ916849									DQ916894									
Dischidia hirsuta													DQ334573				HQ327669	DQ334531																											DQ334452			
Pottsia laxiflora											EF456276							EF456149						EF456493																EF456570								
Echidnopsis dammanniana									AF214195									AF214349																										AJ810966	DQ469531			
Echidnopsis squamulata									AJ488386									AJ488384																										AJ810962	DQ469550			
Echidnopsis cereiformis									AF214194									AF214348																										AJ810974	DQ469529			
Echidnopsis malum			AJ519971															AJ519950																										AJ810971	DQ469539			
Rhabdadenia macrostoma											EF456349							EF456234	GU901385																					EF456599								
Tylophora coriacea									AJ320409									AJ320408																			HE793833								AJ320456			
Tylophora biglandulosa									AJ320403									AJ320402																			HE793831								AJ320454			
Tylophora sylvatica																		AJ410267															X91780				HE793841								AJ320466			
Tylophora tenuis									AJ320433									AJ320432																			HE793843								AJ320468			
Tylophora hirsuta									AJ320421									AJ320420																			HE793795								AJ320462			
Tylophora indica											Z98193							AJ410263																			HE793837								AJ320463			
Rhytidocaulon ciliatum			AJ519976														HM475468	AJ519955		HM475403																												
Spirolobium cambodianum											EF456316							EF456195						EF456450																EF456589								
Gonolobus barbatus					EU038900				AJ704263									AJ704261																						AJ704264								
Aspidosperma spruceanum											GQ981941	GQ428619				GQ982153																	GQ981672															
Oxypetalum sublanatum											DQ026738							AY163715																						AJ704517	DQ026784							
Oxypetalum pannosum											DQ026737							AJ704514																						AJ704512	DQ026783							
Oxypetalum banksii											DQ026735							AY163710																						AJ704502	DQ026780							
Oxypetalum minarum											DQ026731							AY163713																						AJ704511	DQ026782							
Oxypetalum capitatum											DQ026736							AY163711																						AJ704505	DQ026781							
Fernaldia pandurata											EF456313							EF456191						EF456401																EF456560								
Brachystelma naorojii									EU127983									EU120014															EU196253												EU106705			
Solenostemma argel																		AJ428833																			HE793828			AJ704458					AM396878			
Nautonia nummularia											JN805886						JN574608	AJ410228																						AJ699344								
Edithcolea grandis																	HM475460	AJ488388		HM475398																									AJ488799			
Matelea cyclophylla					EU038931				EU031611									AJ704272																						EU038865								
Amalocalyx microlobus											EF456261							EF456128						EF456505																EF456545								
Orbea variegata																	JN117268	AJ488434													JN029942														AJ488815			
Barjonia glazioui																		JN574618																						JN574479	JN574651				JN805897			
Blyttia fruticulosa									AJ410195									AJ410194																			HE793815								AJ320443			
Aspidoglossum heterophyllum									AM295704									AM295702															AM234830												AM396896			
Duvaliandra dioscoridis			AJ519974														HM475457	AJ488376																											AJ488795			
Vallesia antillana									AF214293		AM295075							AF214447															AJ419767															
Thevetia ahouai									AF214281		GQ982112							AF214435															GQ981899															
Hoodia ruschii													FJ026617				JN117265														JN029939			FJ026611														
Hoodia triebneri									AF214286									AF214440													JN029940			JN117266														
Neobracea ekmannii											EF456298							EF456176						EF456439																EF456581								
Neobracea bahamensis											EF456305							EF456183						EF456444																EF456585								
Ichnocarpus serpyllifolius											EF456268							EF456137						EF456472																EF456553								
Ichnocarpus polyanthus											EF456342							EF456225						EF456511																EF456624								
Caudanthera edulis																	HM475422	AJ402140		HM475367																									HM366924			
Piaranthus comptus																	JN117270	AJ402129													JN029944														AJ402153			
Marsdenia coulteri													HQ327690				HQ327611	HQ327496																											HQ327498			
Tavaresia grandiflora									AF214279								JN117273	AF214433													JN029947																	
Orthosia urceolata									AJ704325									AJ704323																						AJ704501	DQ026778							
Quaqua linearis																	HM475467	HM475512		HM475402																									HM475350			
Glossonema boveanum									AY163685									AY163684																						AJ704462					AJ492803			
Oxystelma esculentum																		AJ290885															EU196284				HE793822								AM396877			
Larryleachia cactiformis																	JN117267	AJ402135													JN029941														AJ402159			
Plumeria rubra		GQ429091									Z70191																			HQ130659			JQ590234															
Plumeria alba									AF214254		FJ754255							AF214408												HQ130658																		
Farquharia elliptica											EF456357							EF456242						EF456467																EF456637								
Ceropegia intermedia									AM491565									AM491566															EU196263												EU106678			
Ceropegia bulbosa																	HM475452	AJ488343		HM475396																									HM475340			
Ceropegia sahyadrica									EU127967									HQ154113															EU196267												EU106684			
Ceropegia media									EU127966									EU120009															EU196266												EU106696			
Ceropegia dichotoma									AM491552									EU312085															EU196261												EU267906			
Ceropegia lawii									EU127968									EU119996															EU196265												EU106689			
Stathmostelma gigantiflorum														GQ304288	GQ304405			AY163721						GQ281140																								
Anomalluma dodsoniana																		HM475510		HM475401											HM475348			HM475464														
Ochrosia coccinea																		AM295092												AB331864			AJ419752							AB364606								
Ochrosia oppositifolia											AM295071																			AB331860			AM295082							AB364617								
Malouetia bequaertiana											EF456358							EF456243						EF456468																EF456617								
Ditassa ditassoides											DQ026723							AY163678																						AJ704476	DQ026759							
Ditassa rotundifolia											JN805867							AJ704286																						AJ704287	JN574668							
Caralluma furta																		HM475487		HM475372														HM475428											HM475325			
Caralluma dicapuae																		HM475480		HM475364														HM475419											HM475318			
Caralluma peckii																		HM475491		HM475379														HM475435											HM475329			
Caralluma sinaica																		AJ488340		HM475386														HM475442											AJ488782			
Caralluma tuberculata																		AJ488320		HM475393														HM475449											HM366926			
Caralluma flavovirens																		HM475486		HM475371														HM475427											HM475324			
Caralluma turneri																		HM475501		HM475394														HM475450											HM475339			
Caralluma pauciflora																		HM475490		HM475378														HM475434											HM475328			
Caralluma socotrana																		AJ488410		HM475387														HM475443											AJ488806			
Caralluma munbyana																		AJ488316		HM475377														HM475433											AJ488774			
Caralluma joannis																		HM475489		HM475375														HM475431											HM475327			
Caralluma edithae																		HM475482		HM475366														HM475421											HM475320			
Caralluma speciosa																		HM475497		HM475389														HM475445											HM475335			
Caralluma adenensis																		AJ488352		HM475352														HM475406											AJ488787			
Caralluma cicatricosa																		HM475479		HM475362														HM475417											HM475317			
Caralluma hexagona																		AJ488404		HM475373														HM475429											AJ488804			
Caralluma awdeliana																		HM475476		HM475359														HM475414											HM475314			
Caralluma acutangula																		AJ488349		HM475351														HM475405											AJ488786			
Caralluma diffusa																		HM475481		HM475365														HM475420											HM475319			
Caralluma staintonii																		HM475498		HM475390														HM475446											HM475336			
Caralluma flava																		AJ488358		HM475370														HM475425											HQ423370			
Caralluma lavranii																		AJ488361		HM475376														HM475432											AJ488790			
Caralluma quadrangula																		AJ488407		HM475384														HM475440											AJ488805			
Caralluma solenophora																		HM475496		HM475388														HM475444											HM475334			
Caralluma subulata									AJ488338									AJ488337																										AJ810947	DQ469521			
Echites turriger											EF456317							EF456196						EF456404																EF456590								
Camptocarpus mauritianus											Z98175							AJ581795												AJ581677									DQ916887									
