Richardia stellaris																										EU543068																																																EU543157		AM939534																																																										EU557763																			
Richardia scabra																										AF003614																																																EU543156		AM939532																																																										EU557762																			
Elaeagia myriantha			FJ948320																							AF242939																																																FJ948390																																																																											FJ905356				
Elaeagia mariae			FJ948319																							FJ884650																																																FJ948389																																																																											FJ905355				
Elaeagia auriculata			FJ948318																							FJ884649																																																FJ948388																																																																											FJ905354				
Coptosapelta flavescens																				EU145454						EU145484																																																EU145531	EU145317																																																																														
Coptosapelta montana																				EU145451						EU145481																																																EU145526	EU145314																																																																														
Faramea occidentalis																										AF004049												GQ982217					JF891379																																																																																																										JQ588946				
Stenosepala hirsuta	AF183726																									AF201018																																																AF201065		AF183801																																																																													
Cephalanthus salicifolius																				AJ346975						GQ852381																																																AJ346920	GQ851993																																																																														
Paraknoxia parviflora																										AM266846																																																AM266934	EU543001	AM267020																																																																													
Sinoadina racemosa																				AJ347004						GQ852443																																																AJ346961																																																																											HQ427348				
Gentianella saxosa																																																																										AB453104		AY136499			AJ406371																																																																								AB453155		
Halenia corniculata																																																																										AJ408009		AJ306087			AJ388238																																																												AJ306114														
Serissa japonica																										AF004081												GQ435232																																				AF152618		FJ980385																																																																													
Hedyotis rhinophylla																																																																										EU543104		AM939459																																																																			AM931930	AM932948									
Hedyotis fruticosa																																																																										EU543098		AM939453																																																																			AM931929	AM932941									
Hedyotis uncinella																										HM752966																																																HM752880		JF699964																																																																									JF700039				
Hedyotis auricularia																										HM752964																																																HM752878		JF699905																																																																									JF699980				
Hedyotis shiuyingiae																										HM752933																																																HM752837		JF699956																																																																									JF700031				
Hedyotis longiexserta																										HM752900																																																HM752815		HQ148742																																																																									HM753070				
Hedyotis acutangula																										HM752912																																																HM752822		EF570996																																																																									HM753081				
Hedyotis loganioides																										HM752978																																																HM752892		HQ148820																																																																									HM753148				
Hedyotis herbacea																										HM752967																																																HM752884		HQ148809																																																																									HM753139				
Hedyotis bracteosa																										HM752937																																																HM752851		EF570998																																																																									HM753107				
Hedyotis quinquenervia																																																																										EU543103		AM939458																																																																			AM931933	AM932947									
Asperula tinctoria																GU357254	GU357382																																																									DQ662136	X76457																																																																														
Asperula hirta																GU357261	GU357388																																																									GU357131	X81670																																																																														
Asperula chlorantha																GU357259	GU357386																																																									GU357129	X81681																																																																														
Asperula gussonei																GU357257	GU357384																																																									GU357127	X81690																																																																														
Asperula laevigata																GU357253	GU357381																																																									GU357123	X76469																																																																														
Asperula purpurea																GU357260	GU357387																																																									GU357130	X81686																																																																														
Tabernanthe iboga																																																																										AF214432								GU974160																	GU974247												GU974331																																										
Tennantia sennii																										FM204737																									AM949858																							FM207144																																																																											HM119570				
Caralluma crenulata																								HM475363																																																		AF214325															AJ519975																										HM475418																																						
Caralluma indica																								HM475374																																																		EU267099															AY790370																										HM475430																																						
Caralluma europaea																								HM475368															GQ203621																																			AJ488314																																									HM475423																																						
Mitchella undulata																										JX412455																																																JX412393	AJ234016	AB103529																																																																													
Batopedina pulvinellata																										AM266813																																																AM266902	EU542924	AM266989																																																																													
Carphalea madagascariensis																										AM266819																																																AM266908	EU542926	AM266995																																																																													
Ochrosia elliptica																																																																										AF214387		AB331876																							DQ660785																									DQ660716																													
Knoxia platycarpa																										AM266826																																																AM266915	FJ695363	AM267002																																																																													
Parapentas silvatica																										AM266849																																																AM266937	AJ234021	AM267023																																																																													
Vincetoxicum mongolicum																																																											HE793806															HE793777																																						GQ434570			GQ435174																																						
Omiltemia filisepala																										GQ852420																																																GQ852530	GQ852059	GQ852146																																																																													
Otiophora scabra																										AM266839																																																AM266928	DQ131756	AM267015																																																																													
Morinda angustifolia																										DQ282648																																																FJ906987		FJ907050																																																												GQ463261																	
Morinda callicarpifolia						JN045482																																JN045481																																						JF977042																																																																									JF954630				
Myrmecodia tuberosa			JN053680																							AF000950																																																JN053648		AF149313																																																																													
Myrmecodia horrida			JN053681																							AF410690																																																JN053649		AF071988																																																																													
Xanthophytum borneense																									HM042515	EU145513																																																EU145567	EU145335																																																																														
Crucianella angustifolia																GU357265	GU357392																																																									GU357135	X76472																																																																														
Normandia neocaledonica																										AF257931																																																AM409177	FJ695375	AF257930																																																																													
Rubia cordifolia																GU357310	GU357438																																																									JQ687267	DQ131777																																																																														
Mouretia larsenii																										FJ695267																																																FJ695410	FJ695367	FJ695447																																																																													
Houstonia rosea																																																						DQ012687																				DQ012844																DQ012753	DQ012908																																																														
Houstonia humifusa																																																						DQ012670																				DQ012815																DQ012738	DQ012885																																																														
Houstonia ouachitana																																																						DQ012728																				DQ012862																DQ012796	DQ012921																																																														
Houstonia canadensis																																																						DQ012732																				DQ012875																DQ012800	DQ012933																																																														
Houstonia rubra																																																						DQ012673																				DQ012807																DQ012743	DQ012878																																																														
Houstonia pusilla																																																						DQ012697																				DQ012835																DQ012763	DQ012907																																																														
Houstonia acerosa																																																						DQ012668																				DQ012811																DQ012737	DQ012883																																																														
Houstonia wrightii																																																						DQ012679																				DQ012809																DQ012747	DQ012881																																																														
Houstonia procumbens																																																						DQ012684																				DQ012847																DQ012752	DQ012909																																																														
Houstonia serpyllifolia																																																						DQ012700																				DQ012829																DQ012767	DQ012899																																																														
Periploca graeca																																																		AF064611																DQ916898								AF102468		AJ581682																																																																													
Asclepias incarnata																																																																																																																	EF590425	EF590591	EF590673						EF590926																																
Asclepias viridis		EU675579	EU675617																																																																																		EU280981											AF148280																																																									
Phuopsis stylosa																GU357271	GU357398																																																									GU357141	X76476																																																																														
Dolichodelphys chlorocrater																										FJ884648																																																AF152650		FJ984976																																																																									FJ905350				
Centaurium pulchellum																																																																										AY315698		AY047789	AY047786			AY879887																																																																									
Centaurium tenuiflorum																																																																										AY880008		AY047772	AY251674			AY879900																																																																									
Centaurium maritimum																																																																										DQ166317		AY251673	DQ166326			AY879885																																																																									
Centaurium littorale																																																																										AY879982		AY251672	AY879822			AY879874																																																																									
Centaurium scilloides																																																																										JX124319		AY251675	JX124296			AY879891																																																																									
Stenostomum lucidum																				X83624						GQ852447																																																GQ852556	GQ852089																																																																														
Ludekia borneensis																				AJ346983						GQ852407																																																AJ346962	GQ852043																																																																														
Psilanthus travancorensis																																																																										AF543046									AY606832			U64355											DQ153398																																																								
Psilanthus leroyi			AM412449																																																																																																																	AM412417		AM412500																															AM412467				
Psilanthus wightianus																																																																																				AY606844			DQ655789	DQ655774																																		DQ655758																															
Isertia pittieri																										AM117320																																																AJ847404	GQ852039	DQ448610																																																																													
Isertia spiciformis																				JQ625738						DQ448606																																																		DQ448612																																																																									JQ626345				
Logania albiflora																																																																								JX029172		AF102451	DQ359162	DQ358879																																																																													
Rhytidocaulon ciliatum																								HM475403																																																		AJ519955															AJ519976																										HM475468																																						
Cruciata glabra																GU357239	GU357367																																																									GU357109	X76470																																																																														
Fadogia elskensii																																																																										AJ719191	DQ131733	AJ315118																																																																						FN386396							
Triainolepis mandrarensis																										AM266899																																																AM266985	FJ695394	AM267068																																																																													
Sabicea diversifolia			HM164290																							EU145494																																																AJ847396																																																																											HM119568				
Sabatia angularis																															AJ011477																																											AF102476		AJ011467																HQ384759																																																													
Stapelianthus decaryi																																							JN029946																																			AJ488470															AJ519965																										JN117272																																						
Macrocnemum roseum			FJ948331																	GQ981792																																																						FJ948400																																																																											FJ905368				
Pertusadina eurhyncha																				AJ347001						GQ852426																																																AJ346947																					FN376400																																																										
Duroia hirsuta	AF183718																									AF200994																																																AF152666		AF183786																																																																													
Rustia alba			FJ948343																							FJ884671																																																FJ948412																																																																											FJ905380				
Rustia rubra			FJ948347																							AF243017																																																AF152630																																																																											FJ905384				
Rustia viridiflora			FJ948348																							FJ884675																																																FJ948417																																																																											FJ905386				
Rustia thibaudioides			FM204777																							FM204731																																																FM207138																																																																											FJ905385				
Rothmannia capensis			HM164288																							AM117340																																																AM117384																																																																											HM119567				
Calochone redingii																				Z68845						AF200986																																																AF201036		AJ224830																																																																													
Machaonia acuminata																				GQ852339						GQ852408																																																GQ852523	GQ852044																																																																														
Trichostachys aurea																										EU145507																																																EU145559	FJ226553	EU145372																																																																													
Molopanthera paniculata																				HM164172						AF242981																									HM164382																							AF152681																																																																															
Tabernaemontana citrifolia																																																																										AF214431								GU974109																	GU974197												GU974281																																										
Tabernaemontana elegans																																																														JN644945																				GU974122																	GU974210												GU974294																																										
Tabernaemontana undulata																																																																										HQ634605								GU974157																	GU974244												GU974328																																										
Tabernaemontana siphilitica																																																																										AF214322								GU974153																	GU974240												GU974324																																										
Trachelospermum jasminoides							FN675799																																																																			AF214439		JF708198																							EF456436																																																						
Mussaenda kwangtungensis																				JF942567																		JN045509																																						JF977109																																																																									JF954657				
Mussaenda hossei																				JF942565																		JN045507																																						JF977106																																																																									JF954656				
Parsonsia eucalyptophylla																						GU901372																																																				AF214395																									DQ660788																									DQ660719																													
Margaritopsis kappleri																										JX155184												JX155224																																				JX155046		JX155095																																																																													
Margaritopsis astrellantha																										JX155185												JX155225																																				JX155047		JX155096																																																																													
Margaritopsis boliviana																										JX155187												JX155220																																				JX155049		JX155097																																																																													
Erithalis harrisii																										GQ852394																																																AF483636		AF484175																																																																AF484194													
Pentanisia microphylla																										AM266857																																																AM266945	AJ234022	AM267030																																																																													
Hyperacanthus amoenus																				JF265481						AM117317																																																AM117364																																																																											JF270828				
Prismatomeris albidiflora																																																																										AM945351	AM945237	AM945205																																																												AM945320																	
Agathisanthemum bojeri																										AF002752																																																EU543077		AM939424																																																										EU557678																			
Agathisanthemum globosum																										EU543019																																																EU543078		AM939425																																																										EU557679																			
Rondeletia nipensis																				GQ852352						GQ852439																																																GQ852547		AY730325																																																																													
Rondeletia portoricensis																				AM117265						AF243015																																																AF152743																																																																											HM446741				
Joosia aequatoria																										AY538432																																																AY538457		AY538360																																																																									AY538395				
Anomalluma dodsoniana																								HM475401															HM475348																																			HM475510																																									HM475464																																						
Diplospora dubia																																																																										AM999468	DQ131725																						AM999388																																																				HQ415269				
Gentianodes tianschanica																																																																										AB453067		DQ398650																																																																		DQ398682									AB453118		
Guettardella inconspicua																				GQ852331						GQ852398																																																GQ852508	GQ852024																																																																														
Stilpnophyllum oellgaardii																										AF243026																																																AY538477		AY538376																																																																									AY538423				
Coffea pterocarpa																																																							JQ856032	JQ856114	JQ856204	JQ856265																																																																																															
Coffea jumellei																																																							JQ856099	JQ856190	JQ856255	JQ856290																																																																																															
Coffea boiviniana																																																							JQ856068	JQ856159																		DQ153793																							DQ153426																																																								
Coffea sambavensis																																																								JQ856125	JQ856218																	DQ153785																							DQ153418																																																								
Coffea abeokutae																																																																																							DQ655780	DQ655764																													DQ655736					DQ655750																															
Coffea alleizettei																																																							JQ856093	JQ856145	JQ856248	JQ856286																																																																																															
Coffea coursiana																																																							JQ856092	JQ856181																		DQ153784																							DQ153417																																																								
Coffea mogeneti																																																							JQ856041	JQ856128	JQ856222	JQ856275																																																																																															
Coffea farafanganensis																																																								JQ856184		JQ856333																DQ153772																							DQ153405																																																								
Damnacanthus macrophyllus																										JX412445																																																JX412381		JX412425																																																												AM945308																	
Damnacanthus indicus																										AF331647																																		JQ729744														JX412379		AB103537																																																																													
Schizoglossum alpestre		GQ304289	GQ304406																																																																							AY163718																									GQ281141																																																						
Geophila obvallata			JN643219																							JN643111																																																EU145569		AM945196																																																																													
Roigella correifolia																				GQ852350						GQ852437																																																AF152746	GQ852075																																																																														
Bremeria landia																										HM164197																									HM164357																							HM164313																																																																											HM119518				
Dolicholobium macgregorii			FJ948315																							AF242937																																																FJ948385																																																																											FJ905351				
Dolicholobium oblongifolium			FJ948316																							AF242938																																																FJ948386																																																																											FJ905352				
Gyrostipula foveolata																				AJ346980						GQ852399																																																AJ346926																					FN376393																																																										
Coprosma crassifolia														FJ900046												JF950825															JF950652																																			AF257905																																																																													
Coprosma repens																										JF950859															JF950684																																		FJ226537	GQ130334																																																																													
Syringantha coulteri																										GQ852449																																																GQ852560	GQ852094	GQ852156																																																																													
Psychotria camptopus																										JX155174												JX155214																																				JX155036		JX155084																																																																													
Psychotria samoana																										JX155180												JX155221																																				JX155043		JX155091																																																																													
Psychotria lepiniana																										JX155151												JX155193																																				JX155010		JX155059																																																																													
Psychotria amboniana																																																																										AJ847409	AM945248	AM945215																																																												AM945328																	
Psychotria oleoides																										AF369864												JX155208																																				JX155028		JX155076																																																																													
Psychotria archboldiana																										AF369853												JX155201																																				JX155020		JX155068																																																																													
Psychotria schlechteriana																										JX155162												JX155203																																				JX155022		JX155070																																																																													
Psychotria stachyoides																										JX155191												JX155229																																				JX155058		JX155103																																																																													
Psychotria acuminata																										AF149359												GQ982336																																						AF149358																																																																									GQ982074				
Psychotria lyciiflora																										JX155161												JX155202																																				JX155021		JX155069																																																																													
Psychotria racemosa																										AF147575												GQ982346																																						AF149402																																																																									JQ589018				
Psychotria schliebenii																																																																										AM945361	AM945249	AM945216																																																												AM945329																	
Psychotria remota			JN643346																							AF147576																																																JN643519		AF149403																																																																													
Psychotria tenuifolia																										EU872843												FJ208687																																						FJ208632																																																																									GQ982081				
Psychotria poeppigiana																										AF147542																																																	AJ234018	AF149354																																																																									JQ589009				
Psychotria anceps			JN643233																							AF147544																																																JN053650		AF149361																																																																													
Psychotria parkeri																										JX155175												JX155215																																				JX155037		JX155085																																																																													
Psychotria peduncularis			JN053686																							AF410742																																																JN053654		AF072044																																																																													
Psychotria forsteriana																										JX155159												JX155200																																				JX155019		JX155067																																																																													
Psychotria horizontalis																										AF410722												GQ982342																																						EF667971																																																																									JQ588996				
Psychotria deflexa																										AF001349												GQ982339																																						AF149377																																																																									GQ982076				
Psychotria aneityensis																										AF369852												JX155207																																				JX155027		JX155075																																																																													
Psychotria carnea																										JX155158												JX155198																																				JX155017		JX155066																																																																													
Psychotria leptothyrsa																										AJ320083												JX155228																																				JX155056		JX155102																																																																													
Psychotria serpens			JN643361																							AF147577																																																JN643533		AF072036																																																																													
Psychotria punctata			JN643343																							JN643184																																																JN643516		FJ392600																																																																													
Psychotria collina																										JX155164												JX155205																																				JX155024		JX155072																																																																													
Danais sulcata																										JQ729700																																					JQ729764		JQ729940		JQ729876																																																																																						
Danais humblotii																										JQ729694																																					JQ729757		JQ729933		JQ729869																																																																																						
Danais pubescens																										JQ729696																																					JQ729759		JQ729935		JQ729871																																																																																						
Danais rhamnifolia																										JQ729697																																					JQ729760		JQ729936		JQ729872																																																																																						
Danais microcarpa																										JQ729695																																					JQ729758		JQ729934		JQ729870																																																																																						
Danais coronata																										JQ729690																																					JQ729753		JQ729929		JQ729865																																																																																						
Morelia senegalensis																										AF201007																																																AF201055	DQ131752	AF493438																																																																													
Kerianthera preclara																										AF242970																																																AY538459		AY538362																																																																									AY538397				
Pomax umbellata																										AF257941																																																FJ695420	DQ131767	AF257940																																																																													
Myrmeconauclea strigosa																				AJ346989						GQ852415																																																AJ346934	GQ852052																																																																														
Peltastes peltatus																						GU901374																																																				AF214396																									DQ660789																									DQ660720																													
Gyrandra brachycalyx																																																																										AF402185		AY047771	AY047770			AY047856																																																																									
Strumpfia maritima																										AF243027																																																AF152714		AY205362																																																																									AJ388204				
Allenanthus erythrocarpus																				JQ593611																																																						GQ852452	GQ851972																																																																										JQ588904				
Didymosalpinx norae																				Z68834						AF200992																																																AM999465																							FM160621																																																								
Spigelia humboldtiana										HQ385111																																																																HQ412967		JN005881																HQ384769																																																													
Hymenodictyon parvifolium																				JF265480																																																						FN376382																					FN376407																																																						JF270827				
Neohymenopogon parasiticus																										FJ695274																																																FJ695417	FJ695374	FJ695453																																																																													
Notopleura tapajozensis																										JX155183												JX155223																																				JX155045		JX155094																																																																													
Galium multiflorum																GU357223	GU357351						HM061030																																																			GU357093																																																																															
Galium nigroramosum																HM055794	HM055833						HM061012																																																			HM055872																																																																															
Galium latoramosum																GU357206	GU357334						HM061017																																																			GU357076																																																																															
Galium microphyllum																HM055792	HM055831						HM061018																																																			HM055870																																																																															
Galium pendulum																HM055798	HM055837						HM061004																																																			HM055876																																																																															
Galium dempsterae																HM055783	HM055822						HM060998																																																			HM055861																																																																															
Galium argense																GU357221	GU357349						HM061024																																																			GU357091																																																																															
Galium obtusum																HM055796	HM055835						HM061071																																																			HM055874																																																																															
Galium cliftonsmithii																HM055779	HM055818						HM061049																																																			HM055857																																																																															
Galium seatonii																HM055800	HM055839						HM061002																																																			HM055878																																																																															
Galium volcanense																GU357193	GU357321						HM060985																																																			GU357063																																																																															
Galium intricatum																GU357299	GU357427																																																									GU357170	X81674																																																																														
Galium grande																HM055786	HM055825						HM061050																																																			HM055864																																																																															
Galium rotundifolium																GU357230	GU357358						HM061059																																																			GU357100																																																																															
Galium sparsiflorum																HM055803	HM055842						HM061054																																																			HM055881																																																																															
Galium gracilicaule																GU357208	GU357336						HM061020																																																			GU357078																																																																															
Galium hystricocarpum																GU357212	GU357340						HM061000																																																			GU357082																																																																															
Galium correllii																HM055780	HM055819						HM061008																																																			HM055858																																																																															
Galium hintoniorum																GU357199	GU357327						HM061005																																																			GU357069																																																																															
Galium latifolium																HM055790	HM055829						HM060994																																																			HM055868																																																																															
Galium matthewsii																HM055791	HM055830						HM061035																																																			HM055869																																																																															
Galium jepsonii																GU357219	GU357347						HM061042																																																			GU357089																																																																															
Galium bermudense																HM055787	HM055826						HM060996																																																			HM055865																																																																															
Galium fendleri																GU357195	GU357323						HM061022																																																			GU357065																																																																															
Galium lucidum																GU357283	GU357410																																																									GU357153	X76468																																																																														
Galium saxatile																GU357291	GU357419																																																									GU357162																																																																											JN893878				
