taxon	Pvr1	Pvr1.1	unknown	h6h	GGR	atpB-rbcL-intergenic-spacer-region	osmotin-like-protein	endochitinase	beta-1,3-glucanase	LEAFY	5.8S-ribosomal-RNA	5S-rRNA	NIA	18S-ribosomal-RNA	rpi-vnt1-like-protein	S	self-incompatability-glycoprotein-(allele-S6)	trnK	CT179	hypothetical-protein	hypothetical-protein.1	COSII_At5g14320	COSII_At2g38020	GA3ox2	rpl32	rps16-trnQ(UUG)-intergenic-spacer	AT3-2	rpl16	At1g14300-like-protein	trnY	CYP75	NIA.1	Dfr	At5g04590-like-protein	atpB	ITS1	At3g24010-like-protein	At3g62940-like-protein	trnL	psbA-trnH-intergenic-spacer	COSII_At1g50020-like-protein	rpl32.1	nepGS	MPF2-like	osmotin	COSII_At3g03100-marker	lfy	glo	COSII_At2g38020.1	phyA2	rps16	MCC	COSII_At1g13380	contains-promoter-and-5'-UTR	trnH-trnK-intergenic-spacer	unknown.1	unknown.2	unknown.3	trnL-trnF-intergenic-spacer	cox1	unknown.4	At1g44760-like-protein	COSII_At2g15890	COSII_At3g10920	RanGAP2	adh	unknown.5	trnS-trnG-intergenic-spacer	chloroplast-glutamine-synthetase	ndhF	putative-Pto-like-serine/threonine-kinase	fed	matK	PMT2	MPF1-like-protein	infA	S.1	rpS16	trnC-psbM-intergenic-spacer	SAMT	disease-resistance-protein-RGH5	TPS17	PI	trnT	18S-ribosomal-RNA.1	GBSSI	S.2	ndhJ	LFY	S.3	psbB-psbH-intergenic-spacer	unknown.6	rpoB	DEF	
Solanum chomatophilum											AY875778		FJ155405							HM072989	HM072772	HQ642628																											HM073218				HM072550																																										
Solanum maglia												AF331051														GU143656																									GU143624																	GU143640											GU143608						AF464148	HM561769									
Solanum lycocarpum											AY996525														HQ457264														DQ812107		HQ457342	HQ457225																				HQ457303	HQ457381					AY998434																		AY996435									
Solanum lanceifolium											GU591075														HQ457261														GU591022		HQ457339	HQ457222																				HQ457300	HQ457378							AF224061																GU591127									
Solanum comptum											AY996498														HQ457252														GU591009		HQ457330	HQ457213																				HQ457291	HQ457369					AY998398																		AY996399									
Solanum santolallae											AY875792									HQ642551	HM747680	HQ642719	HM747794																														HM747414																																	AY875492									
Physalis philadelphica					EU292916						AY665871																								AM233240				EU581045					EF395215																										EU580929			EF438970		EF395154											AY665955									
Physalis crassifolia					EU292925						AY665889					L46657																			AM233317									EF395221																													EF438973		EF395164		L46673									AY665940									
Physalis heterophylla											AY665907																												EU581043																					JF966333	HQ590207									EU580927			HQ593385													AY665965									
Grabowskia glauca			AB019949																																FJ914158	AB019289				EU742439											EU742371										FJ914177									EU742303									EU742507							EU051857									
Physochlaina orientalis																																			HQ215979				EU581047	HQ216180											HQ216021									JF966289	HQ216140									EU580931			EF439015						HQ216066																
Calibrachoa parviflora											DQ208030																								AM233356				EU580968	DQ208163				EF395178															JN565789									DQ208029		EU580869			EF438982																		JN565761				
Petunia mantiqueirensis			AY772854																												AB244233					AY772934			AY772841	DQ792070																			AY772872									DQ792354					AB262065																						
Petunia saxicola			AY772856																												AB244237					AY772936			AY772836	DQ792125																			AY772869									DQ792400					AB262069																						
Petunia bonjardinensis			AY772852																												AB244224					AY772932			AY772842	DQ792057																			AY772871									DQ792333					AB262057																						
Petunia reitzii			AY772855																												AB244235					AY772935			AY772838	AY772919																			AY772875									DQ792376					AB262067																						
Margaranthus solanaceus					EU292958						AY665877																								AM233335				EU581025					EF395189																JF966329										EU580912			EF438850		EF395173											AY665939									
Withania coagulans						AF397084																													AM233286				EU581068					FN179212																JF966345	KC291705									EU580951			EF438823		FN179197																				
Lycium elongatum											DQ124624														JF284418					FJ444885		FJ444909							DQ124581			JF284450																	AB036609														AB036638											DQ124458		DQ124520									
Lycium shockleyi											AF238987														FJ189686					FJ189648		FJ444920							DQ124604			FJ189753									FJ189715																																	DQ124481		DQ124540									
Lycium pumilum																	HM195059								HM194990					HM194951									FJ189722			HM194970																																										FJ189730		EF137786				HM195058					
Lycium vimineum											DQ124635														JF284421					FJ444894		FJ444925							DQ124614			JF284453																																										DQ124491		EF137796									
Mandragora chinghaiensis											JX067492																								JX067446				JX067475	JX067405											JX090172										JX067462									HQ216099									JX067422							DQ069265									
Mandragora caulescens											JX067501																								JX067449				JX067482	HQ216170											JX090174									JF966348	JX067461									EU580911									JX067426																
Anisodus acutangulus				EF187826																															HQ215950					HQ216148											HQ215987										HQ216113									HQ216077				EU670746					HQ216032																
Nicotiana stocktonii											AJ492443																												AJ577426				FN568466				HE962977								HQ602930											HE962553		AJ584977		AJ585922			AB040005																						
Nicotiana obtusifolia											GQ120453																																FN568445				FN561670	FN561951																		FN561716																	DQ158197			FN562150									
Nicotiana goodspeedii											AJ492401																												AJ577457				FN568423				HE962990								HQ602922											HE962563		AJ585031		AJ585951			AJ585890																						
Nolana galapagensis			AB019966							EU742268																									FJ914148	AB019306				EU742465											EU742397										FJ914167									EU742329									EU742533							EU051895									
Nolana confinis			AB019959							EU742249																									JQ627169	AB019299				EU742458											EU742390																			EU742322									EU742526							EU051860									
Nolana aticoana			AB019955							EU742254																									JQ627168	AB019295				EU742449											EU742381																			EU742313									EU742517							EU051896									
Lycianthes rantonnei						AF397086																									AF313490								DQ914924	EF537251																														AF500840			EF537320													EF537148							FN668875		
Schizanthus grahamii											DQ299446																								AM233296				EU581054			FJ850156		EF395202																JF966337										EU580939			EF439051													DQ299422		DQ299434							
Solanum piurae											AY875777									HM073132	HM072929	HQ642718	HM073346																														HM072702																	AF500851																AY875490									
Solanum crassinervium											HQ856119											HQ856202																	HQ856062	HQ856101						HQ856166							HQ856133										HQ856148	HQ856182				HQ856080																		HQ856216									
Solanum sogarandinum																				HM073136	HM072934	HM073576	HM073354																										HM073353				HM072709																																										
Solanum tampicense											GU799069														HQ457272														GU591047		HQ457350	HQ457234																			GU135238	HQ457312	HQ457390										GU135074													GU799079									
Solanum schenckii											AY875795		FJ155456							HQ642564	HQ642397	HQ642736																															HQ642233																																	AY953478									
Solanum crinitum											GQ143651														HQ457253														GQ149736		HQ457331	HQ457214																				HQ457292	HQ457370					AY998402		AF500818																GQ143684									
Solanum campechiense											AF244728														HQ457248														DQ180475		HQ457326	HQ457209																				HQ457287	HQ457365					AY998388		AF224071																AY996389									
Solanum phureja							AY743929					AF331061			GU338337																																																		HE681649																				AF447436										
Solanum limoncochaense											HQ856121											HQ856204																	HQ856064	HQ856103						HQ856168							HQ856135										HQ856149	HQ856184				HQ856082																		HQ856218									
Solanum dalibardiforme											HQ856123											HQ856206																	HQ856066	HQ856105						HQ856170							HQ856137										HQ856152	HQ856186				HQ856084																		HQ856220									
Solanum kurtzianum											AY875833									HM073089	HM072877	HM073520	HM073300																														HM072643												HE681644																				AF464871							EF620670			
Solanum macrocarpon					EU292979						AF244725																								AM233294				DQ180404					HQ717356																								AY998435		AF224068			EF439061		AY643726											AY996436									
Solanum pacificum											HQ856122											HQ856205																	HQ856065	HQ856104						HQ856169							HQ856136										HQ856151	HQ856185				HQ856083																		HQ856219									
Solanum loxophyllum											HQ856117											HQ856201																	HQ856059	HQ856100						HQ856165							HQ856131										HQ856147	HQ856181				HQ856076																		HQ856214									
Solanum anceps											GQ221546											GQ221513																	GQ221573	HQ856107						GQ221486							GQ221458										HQ856155	HQ856188				HQ856087																		GQ221596									
Solanum trifolium											HQ856124											HQ856208																	HQ856067	HQ856106						HQ856171							HQ856138										HQ856153	HQ856187				HQ856085																		HQ856221									
Solanum delagoense						HM016269																																		HM016423												HM016351				HM016306																						HM016397																	
Grabowskia duplicata											AF238982														JF284411					JF284382		JF284400							DQ124555			JF284444																		JF966320										EU580883														DQ124432		JF284366									
Cestrum elegans											AJ492459																												AJ577458																		AF495744	AF495737										AJ585032		AJ585952			AJ585891							AY741481				DQ508592										DQ539408	
Physochlaina physaloides																																			HQ215980					HQ216181				EF395199							HQ216022									JF966288	HQ216141									HQ216106			EF439016						HQ216067							DQ069259									
Lycium australe			AY028149																						HM195001					HM194961					AM233337	AY028131			DQ124565			HM194981																	AB036600														EF438849											DQ124442		EF137757									
Vassobia breviflora					EU292961						DQ314190																								AM233289				AF212022					EF395177																													EF439078		EF395147		EU382085									DQ309497			DQ301545						
Tubocapsicum anomalum						AF397082					DQ314163																								AM233291				EU581066					FN179206																JF966343										EU580950			EF439074		FN179203											DQ309473			DQ301516						
Nicotiana acaulis											AJ492389																												AJ577422				FN568487				FN561646	FN561932																		FN561694		AJ584973		AJ585918			AB039985													FN562128									
Nicotiana thyrsiflora											AJ492436																												AJ577455				FN568473				FN561675	FN561956																		FN561720		AJ585029		AJ585949			AJ585888													FN562155									
Nicotiana nesophila											AJ492442																												AJ577441				FN568440				HE962972								HQ602925											HE962548		AJ584992		AJ585937			AJ585854																						
Atropanthe sinensis			AY478417																																HQ215956	AY478403			EU580960	HQ216155											HQ215994									JF966347	HQ216119									HQ216083									HQ216039							DQ069256									
Hyoscyamus muticus																																			HQ215961				EU580997	HQ216160											HQ215999									JF966292	HQ216123									EU580890									HQ216044																
Nolana albescens			AB019952																																	AB019292			AB036590	EU742445											EU742377								AB036618		AB051021									EU742309			AB036647						EU742513							EU051908									
Nolana adansonii			AB019951							EU742226																									JQ627167	AB019291				EU742444											EU742376										FJ914164									EU742308									EU742512							EU051885									
Nolana spathulata			AB019982							FJ914107																										AB019322			EU581036	EU742495											FJ914190										U08616									U08925						AF347652			EU742563							EU051856									
Nolana rostrata			AB019978							EU742285																										AB019318			AB036560	EU742489											EU742421								AB036619											EU742353			AB036648						EU742557							EU051866									
Solanum hougasii											AY875835									HQ642509	HQ642339	HQ642685																															HQ642175																												HQ853201					AY875471									
Solanum iopetalum											AY875808	AJ226042	FJ155397							HQ642526	HQ642362	HQ642700																															HQ642193																																AF447425	AY953485									
Solanum cinereum											DQ364756														HQ457251														DQ855032		HQ457329	HQ457212																				HQ457290	HQ457368					AY998393		AF500813			EU983575													AY996394									
Solanum boliviense													FJ155395							HQ642453	HQ642290	HQ642623				GU143648																									GU143616		HQ642122															GU143632											GU143600																
Solanum evolvulifolium											HQ856116											HQ856195																	HQ856056	HQ856094						HQ856162							GQ221483										HQ856143	HQ856176				HQ856073		AF500826																GQ221616									
Solanum bukasovii											AY875828	AF332130	FJ155401							HQ642454	HM072766	HQ642624	HM073190																														HM072533																																	AY875440									
Solanum colombianum											AY875787		FJ155408							HQ642464	HM747602	HM747840	HM747741																										HM747740				HQ642132																																	AY953468									
Solanum hjertingii													FJ155424							HQ642502	HQ642334	HQ642667																															HQ642172																																	AY875459									
Solanum aculeatissimum											AY561262																												AY559236	JX856341																					JX856320							AY555455					JF956483													AY562950							JX856299		
Solanum phaseoloides											GQ221567											HQ856198																	GQ221592	HQ856098						HQ856163							HQ856130										HQ856145	HQ856178				HQ856078		AF500849																GQ221617									
Solanum aturense											AY996486														HQ457245														GU591002		HQ457323	HQ457207																			JQ594145	HQ457285	HQ457363					AY998384					JQ589576													GQ163636									
Solanum bahamense											AY996487														HQ457247			FJ349565											GQ149730		HQ457325	HQ457208																			FJ349562	HQ457286	HQ457364					FJ349594																		AY996386									
Physalis pubescens					EU292898						AY665916																								AM233255					GQ435283				EF395209																	GQ436616												EF438943		EF395152											AY665951									
Cestrum nocturnum											AY206731							DQ508570																					AY206755	JX856333																			AY206723		JQ230994									AY206741										AY741483				DQ508606									JX856291		
Lycium nodosum											DQ124630														FJ189679					FJ189641		FJ444915							DQ124594			FJ189746									FJ189713																																	DQ124471		DQ124532									
Lycium carolinianum			AY028151																						GQ301194					FJ444883		FJ444904				AY028133					GQ301163	GQ301193																																												JF284376									
Nicandra physalodes						AJ490882					GQ478098																								AM233334				AJ492268					EF395193																JF966331	HM850200									U08924			EF438882			AF347650				AY741501						DQ309465									
Mandragora autumnalis											JX067493																								JX067445				JX067473	JX067403											JX090171									JF966297	JX067456									JX067432									JX067421															DQ539403	
Anisodus tanguticus			AY478416	AY356396							EU239680																								HQ215953	AY478402			EU580956	HQ216151											HQ215990									JF966349	HQ216116									EU580857									HQ216035																
Anisodus luridus			AY478414																																HQ215952	AY478400			EU580955	HQ216150				EF395190							HQ215989										HQ216115									EU580856			EF438901						HQ216034							DQ069254									
Scopolia carniolica			AY478411																																HQ215985	AY478397			EU581060	HQ216186											HQ216027										HQ216146									HQ216110									HQ216072							DQ069263								DQ539406	
Iochroma australe											DQ314189						EU382080																		AM233342				EU580999					EF395186																JF966316										EU580892			EF438902		EF395172		EU382078									DQ309496			DQ301544						
Goetzea elegans											AY206736																								HQ384772				HQ412971																					JF966319	AF035738									AY206746			HQ384563					HQ385192																	
Nicotiana raimondii											AJ492414																												AJ577408				FN568456				FN561656	FN561939		HM353145																FN561702		AJ584960		AJ585905			AJ585840													FN562136									
Nicotiana wigandioides											AJ492435																												AJ577411								FN561677	FN561958																		FN561722		AJ584963		AJ585908			AJ585843													FN562157									
Nicotiana debneyi											AJ492439																												AJ577403				FN568412												HQ602919						D70815							AJ584955		AJ585900			AB040017																						
Nicotiana solanifolia											AJ492441																												AJ577433				FN568464				FN561657	FN561940																		FN561703		AJ584984		AJ585929			AB039990													FN562137									
Nicotiana benavidesii											AJ492411																												AJ577402				FN568403				FN561652	FN561935		HM353144																FN561698		AJ584954		AJ585899			AB039991													FN562132									
Nicotiana clevelandii											AJ492444																												AJ577429				FN568407				HE962967								HQ602935											HE962545		AJ584980	AY566991	AJ585925			AJ585850										DQ158199												
Nicotiana nudicaulis											AJ492416																												AJ577412				FN568443				HE962973								HQ602926											HE962550		AJ584964		AJ585909			AB040013																						
Nicotiana knightiana											AJ492412																												AJ577417				FN568430				FN561654	FN561937		HM353146																FN561700		AJ584968		AJ585913			AB039989													FN562134									
Solanum pseudocapsicum						AF397078					AF244720																												AY266241	FN675827																					HM850368							AY555469		U47422			FN668837													AY562963							FN668884		
Solanum lichtensteinii											EU176113																												EU176147													HM016338				HM016319					JF265600												JF270942					HM016393								EU176129									
Solanum accrescens											AY996480														HQ457239														DQ180473		HQ457317	HQ457200																			JQ594139	HQ457278	HQ457356					AY998375		AF500795			JQ589239													AY996375									
Solanum jamaicense											GU799063														HQ457259														GU799083		HQ457338	HQ457220																			GU135229	HQ457299	HQ457376					AY555462		AF224073			GU135067													GU799074									
Capsicum pubescens	EF589588	EF589606				AF397098					AY875749																												DQ077646	EF537223																					AB721887									DQ667544			EF537276													AY875404									
Lycium puberulum											AF238985														FJ189682					FJ189644		JF284386							DQ124599		GQ301171	FJ189749																																										DQ124476		DQ124537									
Lycium oxycarpum																	HM195067								FJ189680					FJ189642									DQ124595		GQ301169	FJ189747																																										DQ124472		EF137784				EU074825					
Lycium villosum											FJ439762														HM194997					FJ189650		FJ444924							DQ124613			HM194977									FJ189716								AB036596														AB036624											DQ124490		DQ124548									
Lycium hirsutum																	EU074819								FJ189678					FJ189640									DQ124588			FJ189745									FJ189712																																	DQ124465		EF137777				HM195051					
Lycium shawii			AY028161														HM195079								HM194994					HM194955						AY028143			DQ124603			HM194974																			JN375995																							DQ124480		EF137791				HM195081					
Nicotiana corymbosa											AJ492388																												AJ577431				FN568410				FN561659	FN561941																		FN561705		AJ584982	AY568077	AJ585927			AJ585852										DQ158195			FN562139									
Nicotiana palmeri											AJ492451																												AJ577406				FN568449				FN561671	FN561952																		FN561717		AJ584958		AJ585903			AJ585838													FN562151									
Nicotiana pauciflora											AJ492428																												AJ577407				FN568451				FN561662			HM353141																FN561708		AJ584959	AY568079	AJ585904			AJ585839										DQ158193			FN562142									
Nicotiana kawakamii											AJ492445																												AJ577416				FN568429				FN561665	FN561946																		FN561711		AJ584967		AJ585912			AJ585845													FN562145									
Nicotiana suaveolens											AJ492438																												AJ577410				FN568468												HQ602931													AJ584962		AJ585907			AJ585842																						
Nolana coelestis										EU742289	FJ439763														FJ189667					FJ189629					FJ914147					EU742457		FJ189734									EU742389										FJ914166									EU742321									EU742525							EF137800									
Solanum tridynamum					EU292985						GU591101														HQ457274										AM233127				DQ180412		HQ457352	HQ457235																				HQ457313	HQ457391					AY998475		AF500867			EF439036													AY996474									
Solanum sparsipilum											AY875837	AF331062	FJ155461							HQ642571	HQ642400	HQ642738																															HQ642241												HE681666																					HM561790									
Solanum laciniatum			GQ434663		EU292983						AF244744																								AM233148				HM006852	GQ435279																					GQ436613							AY998430		U47420			EF439044													AY996431									
Solanum tarijense											AY875812		FJ155467		GU338325					HQ642594	HQ642423	HQ642761																															HQ642264												HE681681																					AY875538						EF620741			
Solanum betaceum					EU292974						AY523871																		FJ872820					GQ131866	AM233352		GQ131862	GQ183490	DQ180426																					JF966341								AY998386		U47428			EF438983													AY996387									
Lycium cinereum																	EU074807								FJ189675					FJ189637									DQ124578			FJ189742									FJ189710								AB036595		EU042185												AB036623											DQ124455		EF137769				EU074811					
Lycium californicum											DQ124644														FJ189670					FJ444882		FJ444903							DQ124572		GQ301162	FJ189737																	AB036604														AB036633											DQ124449		DQ124510									
Mandragora officinarum											JX067486																								JX067443				JX067468	JX067412											JX090170									JF966295	HQ216137							AJ585024		U08922			AJ585883			AF347649			JX067419																
Nicotiana cordifolia											AJ492440																												AJ577430				FN568409				FN561653	FN561936																		FN561699		AJ584981		AJ585926			AJ585851													FN562133									
Nicotiana tomentosa											AJ492449																												AJ577421				FN568474				FN561667	FN561948																		FN561713		AJ584972		AJ585917			AB039993													FN562147									
Nicotiana linearis											AJ492425																												AJ577405				FN568432				FN561660	FN561942																		FN561706		AJ584957	AY568082	AJ585902			AB040011										DQ158190			FN562140									
Nolana humifusa			AB019969							FJ914096				AJ236017																					AM233329	AB019309				EU742468				EF395196							FJ914207																			FJ914024			EF438984						FJ914061							EU051900									
Solanum campylacanthum						HM016263					HQ721845																												HQ721907	HM016424												HM016348				HM016330												AY998389										HM016398								HQ721970									
Solanum microdontum					EU292971						AY875804	AJ226053	FJ155435							HQ642543	HQ642371	HQ642711													AM233115																		HQ642213																				EF439063												AF447430							EF620673			
Solanum incanum						HM016266					JQ638893																												HQ721924	HM016430												HM016340				HM016317												AY998427										HM016395								HQ721985									
Solanum caripense											GQ221563											GQ221537																	GQ221590	HQ856110						GQ221509						EF200613	GQ221482										HQ856156	HQ856191				HQ856090																		GQ221615									
Solanum leptophyes											AY875819	AF331059	FJ155429							HM073091	HM072881	HM073522	HM073302			GU143655																									GU143623		HM072645															GU143639											GU143607													EF620671			
Physalis peruviana					EU292947						AY665914																								AM233303				EU581044	HQ216179				AY643732							HQ216020										HM850256									EU580928			EF438899		AY643728				HQ216065							DQ309471									
Grabowskia boerhaviifolia											AF238981														JF284410					FJ444876		JF284395			HQ215957				DQ124557	HQ216156		JF284442									HQ215995										HQ216120									EU580882									HQ216040					DQ124434		DQ124499									
Lycium tenue			AY028162								GQ301198														FJ189687					FJ189649						AY028144			FJ189724		GQ301173	FJ189754																																										FJ189732		EF137794				HM195074					
Lycium pallidum											DQ124631														JF284420					FJ444890		FJ444916							DQ124596			JF284452																	AB036613		AB051025									EU580908			AB036642											DQ124473		DQ124534				HM195095					
Nicotiana miersii											AJ492429																												AJ577423				FN568438				FN561661	FN561943		HM353142																FN561707		AJ584974	AY568080	AJ585919			AJ585848										DQ158192			FN562141									
Solanum albornozii													FJ155392							HM072963	HM072739	HM073380	FJ599334																		FJ599290					FJ599345							FJ599246										FJ599312	FJ599356																															
Solanum aculeastrum						HM016259					DQ364755																												HQ721896													HM016334				HM016310					JQ025091							DQ099334					EU983573					HM016403								HQ721959									
Solanum violaceimarmoratum											AY875788		FJ155474							HQ642598	HQ642426	HM747925	HM073375			GU143661																							HM747810		GU143629		HM072734															GU143645											GU143613							AY875557									
Solanum linnaeanum						HM016261					JQ638900																												DQ855045	HM016429												HM016344				HM016313					HM850365							AY998421					EU983574													AY996422									
Physalis alkekengi					EU292868						AM503884																								AM233321				HM006825					EF395198																	U08617									U08927			EF438921		EF395168	AF347654										DQ069267									
Lycium chilense			AY028155								GQ301196														FJ189673					FJ189635						AY028137			FJ189719		GQ301165	FJ189740									FJ189709																																	FJ189727		EF137766									
Witheringia solanacea			AF211332		EU292963						DQ314164					AY454106																			AM233283				AF212025					EF395174																	JQ594188									U72755			EF438879		EF395138		AY454114									DQ309474	AY454119		DQ301517						
Nicotiana acuminata											AJ492426																												AY098696				FN568394				FN561658			HM353140											M16896					FN561704		AJ584979	AY568078	AJ585924			AJ585849			AF347651							DQ158194			FN562138									
Solanum infundibuliforme											AY875818		FJ155427							HQ642518	HM072863	HQ642687	HM073288			GU143654																							HM073287		GU143622		HM072629															GU143638											GU143606							AY875477						EF620646			
Solanum trifidum													FJ155468							FJ599277	FJ599266	FJ599365	FJ599332																		FJ599288					FJ599343							FJ599244										FJ599310	FJ599354	HE681684																														
Solanum nigrum																			GU594266																																									EU701225											AF421897																						EU749176	HQ853403	
Capsicum chacoense	EF589585	EF589603				AF397099																					FJ755164												HM006846	EF537210																														AF500809			EF537279											DQ077639		EF537178									
Capsicum baccatum					EU292959						AF244708																								AM233354				EU580969					EF395183																	AB721661									U08916			EF438885		EF395136	AF347645										DQ169007									
Lycium ruthenicum											JQ320162						HM195039								HM194991					HM194952			JN849097						DQ124600			HM194971																	AB036614		JF942341												AB036643											DQ124477		HM194916									
Nicotiana repanda											AJ492418																												AJ577427				FN568457				HE962975								HQ602928											HE962552		AJ584978		AJ585923	FJ787363		AB040004										DQ158187												
Nicotiana forgetiana						AM286780					AJ492419																												AJ577400	AM286752			FN568418				FN561640																			FN561688		AJ584952		AJ585897			AB040001																						
Hyoscyamus niger				DQ812529																															HQ215962					HQ216162				EF395203							HQ216001									JF966282	HQ216125									HQ216089			JN895452						HQ216045							DQ069257									
Solanum pinnatisectum					EU292969							AJ226008	FJ155451																				AY954031		AM233113				DQ180453																															AF500850			EF439065												Y16690	DQ169042									
Lycium americanum										EU742190	DQ124619														FJ189668					FJ189630		FJ444898			HQ215967				DQ124561	HQ216167		FJ189735									FJ189706								AB036598		HQ216128									HQ216094			AB036627						HQ216051					DQ124438		EU051858									
Nicotiana bonariensis						AM286779					AJ492382																												AJ577434	AM286751			FN568404				FN561637																			FN561686		AJ584985		AJ585930			AB039986																						
Nicotiana paniculata											AJ492413																												AY098701				FN568450				FN561655	FN561938							HQ602927											FN561701		AJ584950		AY098728			AB039988													FN562135									
Solanum andreanum											AY875773		FJ155393							FJ599280	HM072750	HM073388	HM073178																		FJ599291					FJ599346			HM073174				HM072513										FJ599313	FJ599357																						AY875423									
Solanum berthaultii												AJ226040	FJ155394							HQ642452	HQ642289	HQ642622				GU143647																									GU143615		HQ642120												HE681618			GU143631			AF288539								GU143599		AY090566				AF447408	AY875436									
Solanum virginianum						HM016258					AY996561																												HM016459	JX511986												HM016335				HM016311					JX511992							AY998480			AY871101		JX511980					HM016402								AY996479									
Solanum stenophyllidium													FJ155396							FJ599276	HM072764	HM073402	HM073188																		FJ599287					FJ599342							HM072719										FJ599309	FJ599353	HE681624					AF500802																									
Lycium parishii											DQ124632					DQ367864	DQ367872								FJ189681					FJ189643		FJ444917							DQ124597			FJ189748									FJ189714																																	DQ124474		DQ124535				DQ367853					
Nicotiana rustica			S46941								X59789																								AM233327	S46939			AJ577439				FN568461				HE962979								HQ602929											HE962555		AJ584990		AJ585935			EF438871										DQ158196												
Nolana werdermannii										EU742219	FJ439764														FJ189666					FJ189628		FJ444927			FJ914151					EU742506	GQ301144	FJ189733									EU742438										FJ914170									EU742370									EU742574							EF137799									
Schizanthus pinnatus											DQ299453			AF207016																					HQ384773				AY206766																					JF966338	U08619									U08929			HQ384564			AF347656		HQ385193		AY741488						DQ299429		DQ299441							
Solanum physalifolium											AF244737																	AY727388		AY727458									EF068253	AY727180																					HQ235621									U47421			HQ235336					AY727449	AY727121							DQ169041					AY727354				
Solanum carolinense											AY996491					AY706464	L40551								HQ457250														DQ180476		HQ457328	HQ457211																			HQ644071	HQ457289	HQ457367					AY998391		AF500811							L40544									AY996392									
Solanum americanum											GU323361																	AY727387		AY727459									AY727208	AY727179																					HQ235619									JN545029			HQ235334					AY727438	AY727122												AY727352				
Nicotiana longiflora						AM286782					AJ492385																												AJ577399	AM286754			FN568433				FN561642	FN561927							HQ602924											FN561691		AJ584951		AJ585896			AB040002													FN562121									
Nicotiana otophora											AJ492455																												AJ577418				FN568448				FN561666	FN561947		HM353138											M16867					FN561712		AJ584969		AJ585914			AJ585846													FN562146									
Nicotiana undulata											AJ492434																												AJ577419				FN568480				FN561676	FN561957							HQ602933											FN561721		AJ584970		AJ585915			AB039996													FN562156									
Nicotiana noctiflora											AJ492432																												AJ577424	GQ248352			FN568442				FN561649														GQ248655					FN561696		AJ584975		AJ585920			AM889733													FN562130							GQ248826		
Solanum acaule											AY875781	AJ226031	FJ155386							HQ642432	HQ642272	HQ642604				GU143646																									GU143614		HQ642100															GU143630											GU143598		AJ249448				AF447404	AY875420						EF620572			
Solanum elaeagnifolium						HM016257					AY996508														HQ457255														DQ180399		HQ457333	HQ457216										HM016333				HM016309						HQ457294	HQ457372					AY998411		AF224067			EU983576					HM016404								AY996412									
Solanum brevicaule											AY875826		FJ155400							HM072982	HM072763	HM073401	FJ599337																DQ180443		FJ599293					FJ599348							HM072529										FJ599315	FJ599359						AF500803																DQ169019									
Lycium andersonii											DQ124620						AF105358								FJ189669					FJ189631		FJ444895							DQ124562		GQ301146	FJ189736																	AB036599		AB051024												AB036628											DQ124439		DQ124503									
Datura metel			JN244333	AF435417							HQ658578																													EF590685																					JN244367											AB188672	JN244348																				EF590441		
Nicotiana petunioides											AJ492431																												AJ577425	GQ248353			FN568452				FN561651	FN561934													GQ248656					FN561697		AJ584976		AJ585921			AB040008													FN562131							GQ248827		
Phrodus microphyllus										EU742191	FJ439765														FJ189689					FJ189651		FJ444928			FJ914157				FJ189725	EU742442	GQ301170	FJ189756									FJ189717										FJ914176									EU580925									EU742510					DQ124495		EU051867									
Solanum juglandifolium																				FJ598935	FJ598996	FJ599236																	DQ180449		FJ599037					FJ598916			FJ599156				FJ598897										FJ599096	FJ599176						AF500837																AY875564									
Solanum raphanifolium											AY875821	AF332133	FJ155454		GU338338					FJ599281	FJ599270	FJ599369	FJ599336																		FJ599292					FJ599347							FJ599248										FJ599314	FJ599358																					AF502961	AY875491									
Solanum ptychanthum											AF244735																	AY727389		AY727457									AY727209	AY727181																					HQ235620							AY998458		U47423			HQ235335					AY727431	AY727123							AY996457					AY727353				
Solanum cardiophyllum											AY875760		FJ155403							HQ642466	HQ642303	HQ642635				GU143650																									GU143618		HQ642136												HE681629			GU143634											GU143602							AY875443									
Solanum torvum											GU591100																												AY266246	JX511987																					JN407384							AY555478		L76286			JN407213													AY562972							JX856302		
Nicotiana langsdorffii						AM286781					AJ492384																						FJ969390						AJ577440	AM286753			FN568431				FN561641	FN561926		HM353143																FN561690		AJ584991		AJ585936			AB039999													FN562118									
Solanum aethiopicum						HM016262	AF548357				JQ638908														HQ457240					AF408750									HQ721897		HQ457318	HQ457201										HM016337				HM016312						HQ457279	HQ457357					AY998377		AF500797								HM016401								HQ721960									
Solanum huaylasense																			FJ533724	FJ598929	FJ598990	FJ599230																			FJ599029					FJ598910			FJ599150				FJ598891										FJ599090	FJ599170																															
Solanum panduriforme											EU176109																												EU427552	HM016417												HM016352				HM016305					JF265601							AY998452					EU214287					HM016396								EU176125							EU213686		
Lycium cestroides			AY028153								DQ124623						EU074802								FJ189671					FJ189633		FJ444905				AY028135			DQ124574			FJ189738									FJ189707								AB036607		U08613									U08920			AB036636			AF347648	HM195098							DQ124451		DQ124513									
Atropa belladonna			AB019948	JN415637																															AM233360	AY028129			AJ577449	HQ216152				EF395180							HQ215992									JF966302	HQ216117							AJ585023		HQ216081			EF438839	AB018571		AF347644			HQ216037	AB049752						DQ069253									
