Lysimachia christinae						JF954443		AF547744															JF942353																	AY840008					JF976892	
Lysimachia lobelioides						JF954504		AF547776															JF942419																	AY839958					JF976951	
Lysimachia phyllocephala						JF954525		AF547748															JF942439																	AY839983					JF976968	
Lysimachia laxa						JF954503		AF547778															JF942417																	AY840005					JF976949	
Lysimachia fordiana						JF954470		AF547760															JF942384																	AY840009					JF976920	
Lysimachia ovoidea					GQ257954							GQ258003	GQ258025																				GQ257907									GQ257930				
Clavija eggersiana	AJ235437															GU351374	GU351619						L12608																					AF479151		
Clavija domingensis		AF420918						AY228607													AF420995		AF213818																	AY228595						
Soldanella montana	AF213791								AJ491429														U96943																	AF213761					AJ306348	
Soldanella minima						DQ378426		DQ378607																									DQ378518						DQ378833						AJ306344	
Soldanella pusilla								AF402434															AF395000										AF402553						DQ378831						AJ306353	
Soldanella villosa						DQ378427		DQ378608																									DQ378519						DQ378834						AJ306361	
Cortusa brotheri						DQ378422		DQ378602															AF394964										DQ378513						DQ378827							
Anagallis kochii					EU150409			AY855108																									EU150389							AY856427					AY855142	
Anagallis pumila					EU150405			AY855115																									EU150385							AY839969					AY855147	
Anagallis monelli					EF437041			AY855123																									EF437023							AY839967					AY855144	
Anagallis crassifolia					EU150421			AY855106																									EU150401							AY856421					AY855136	
Anagallis rhodesiaca					EU150406			AY855104																									EU150386							AY856432					AY855148	
Anagallis alternifolia					EU150418			AY855118																									EU150398							AY839972					AY855133	
Anagallis djalonis					EU150410			AY855107																									EU150390							AY856422					AY855137	
Anagallis angustiloba					EU150413			AY855110																									EU150393							AY856419					AY855134	
Anagallis collina					EF437040			EF437057																									EF437022							EF437008					EF436995	
Anagallis serpens					EU150417			AY855113																									EU150397							AY856433					AY855149	
Anagallis tenuicaulis					EU150408			AY855103																									EU150388							AY839970					AY855151	
Anagallis platyphylla					EF437043			EF437059																									EF437025							EF437010					EF436997	
Anagallis nummulariifolia					EU150411			AY855105																									EU150391							AY856429					AY855145	
Anagallis rubricaulis					EU150407			EU150425																									EU150387							EU169017					EU150424	
Anagallis kingaensis					EU150415			AY855111																									EU150395							AY856426					AY855141	
Anagallis oligantha					EU150416			AY855114																									EU150396							AY856430					AY855146	
Anagallis hexamera					EU150414			AY855112																									EU150394							AY856424					AY855139	
Anagallis huttonii					EU150412			AY855117																									EU150392							AY856425					AY855140	
Anagallis acuminata					EU150404			AY855109																									EU150384							AY856417					AY855132	
Anagallis filiformis					EU150419			AY855119																									EU150399							AY856423					AY855138	
Asterolinon adoense					EF437048			AY855127																									EF437030							AY839965					AY855152	
Ardisia virens					JF416251	JF416279																			JN253139							JN252983													JF416241	
Ardisia opegrapha					JF416249	JF416276		JF416260															JQ594924																						JF416239	
Ardisia primulifolia						JN253069		FJ482165																	JN253175							JN253019													FJ482147	
Ardisia pusilla						JN253051		FJ482158																	JN253155							JN252999													FJ482140	
Ardisia crispa						JN253036		FJ482157																	JN253140							JN252984													FJ482139	
Ardisia guianensis					JF416253	JF416280		JF416263															GQ981670																						JF416237	
Ardisia quinquegona						HQ415400																	GQ436753		JN253162							JN253004													FJ980441	
Ardisia densilepidotula						JN253063		FJ482169																	JN253168							JN253012													FJ482151	
Hottonia palustris						AY647534		AF402435	AJ491430														AF395002																DQ378835						AJ491674	
Dionysia hissarica					AY680768	DQ378299		AY680812																									DQ378435						DQ378704						AY680725	
Sredinskya grandis					AY647606	AY647531		AF402385															AF394988										AF402505					AY647883								
Androsace chamaejasme						DQ378429		AY274947																									AF402556						DQ378838	AF421114					AY275090	
Androsace lactea								AY274986							HM106202							HM067106	AF394965																			HM106213			AY275069	
Primula frondosa					EF218353			EF218536																									EF218264			EF218449		EF218082							EF218200	
Primula wangii				JN046598	FJ786620	FJ828649		FJ794252															JF943726																						JF978067	
Primula sinensis				JN046584	FJ786552	FJ828584		FJ794183															JF943711																						AF323696	
Primula aromatica				JN046470	FJ786628	FJ828630		FJ794233															JF943596																						JF977942	
Primula moupinensis				JN046539	FJ786583	FJ828614		FJ794214															JF943666																						JF978010	
Primula polyneura				JN046561	FJ786596	FJ828627		FJ794227															JF943688																						JF978030	
Primula cicutariifolia					FJ786564	FJ828598		FJ794195																									DQ378471						DQ378771						AF323703	
Primula magellanica					EF218396			EF218578																									EF218306			EF218487		DQ379811							DQ993827	
Primula pycnoloba				JN046569	FJ786625	FJ828652		FJ794258															JF943698																						JF978041	
Primula bella				JN046472	FJ786567	FJ828600		FJ794198															JF943599																						JF977944	
Primula capitata					FJ786614	DQ378326		FJ794246															AF394971										DQ378453						DQ378731							
Primula blattariformis				JN046478	FJ786627	FJ828654		FJ794261															JF943603																						JF977949	
Primula rugosa				JN046574	FJ786560	FJ828594		FJ794248															JF943699																						JF978042	
Primula longiscapa					EF218348			EF218528																									AF402469			EF218438		EF218077							EF218169	
Primula nivalis						DQ378389		DQ378579										GQ981650															DQ378490						DQ378794						AM920493	
Primula blinii				JN046483	FJ786597	FJ828628		FJ794229															JF943608																						JF977952	
Primula sachalinensis					EF218368			EF218550																									EF218278			EF218459		EF218097							EF218196	
Primula malvacea				JN046533	FJ786624	FJ828651		FJ794257															JF943657																						JF978003	
Primula forrestii					FJ786557	DQ378410		FJ794188																									AF402549						DQ378815						AJ491682	
Primula alpicola				JN046465	FJ786574	FJ828606		FJ794205															JF943590																						JF977933	
Primula chapaensis				JN046493	FJ786617	FJ828645		FJ794249															JF943620																						JF977966	
Primula japonica						DQ378379		DQ378571															AF394979										DQ378482						DQ378784						AM920496	
Primula algida					FJ786561	DQ378340		FJ794192																									AF402468						DQ378745						EU643661	
Primula scotica					DQ379905			DQ379728																									DQ379851			DQ994110		DQ379790							DQ994000	
Primula partschiana				JN046558	FJ786626	FJ828653		FJ794190															JF943685																						JF978028	
Primula boreiocalliantha				JN046485	FJ786589	FJ828620		FJ794220															JF943611																						JF977957	
Pomatosace filicula				JN046451		DQ378431		AY545774															JF943531										AF402559												AY545751	
Vitaliana primuliflora						DQ378430		AY274966			AJ491443												AF395006										AF402558												AY275051	
Lysimachia filifolia					GQ257942							GQ257989	GQ258014																				GQ257895									GQ257918			GQ258036	
Lysimachia ciliata						HQ593353	HQ594051	AF547781															DQ006120																	AY839977					DQ006032	
Lysimachia thyrsiflora								AF547787		AJ491420																														AY839959				AY056517	AF547725	
Lysimachia scopulensis					GQ257961							GQ258011	GQ258033																				GQ257914									GQ257938			GQ258055	
Lysimachia kalalauensis					GQ257951							GQ257999	GQ258022																				GQ257903									GQ257926			GQ258045	
Lysimachia daphnoides					GQ257941							GQ257988	GQ258013																				GQ257894									GQ257917			GQ258035	
Lysimachia waianaeensis					GQ257962							GQ258012	GQ258034																				GQ257915									GQ257939			GQ258056	
Ardisia humilis					JF416257	JN253031		FJ482160																	JN253136							JN252980													FJ482142	
Ardisia polycephala					JF416254	JN253044		JF416264																	JN253148							JN252992													JF416244	
Ardisia mamillata					JF416250	JF416275		JF416261																	JN253166							JN253010													FJ482134	
Ardisia elliptica						JN253024																	GU135176		JN253130							JN252974		HE599703											JN645200	
Hymenandra wallichii	AF213779																		GQ141176	GQ141159			AF213811																	AF213745						
Ardisiandra wettsteinii	AF213772							AF402441		AJ491426													AF213795										AF402560							AF213733					AJ491670	
Cyclamen hederifolium	AF213773				AM990500			AJ236995															U96656					JF505201												AF213740					AF164004	
Cyclamen persicum					AM990508			AM990534											AB600231	AB600232			AF213804																						AF164011	
Maesa tenera	AF213781	AF420937			AJ431000	AJ429288		AY228626													AF421015																			AF213750						
Dionysia aretioides					AY647604	AY647529		AY680810																									AF402455					AY647881	AY647744						AY680726	
Androsace spinulifera	AJ235392							AY545760						EU264327									Z80205			JF275964															AF206847			AF479150		
Trientalis borealis				HQ596869		HQ593472	HQ594161	AY855131															HQ590306																	AY856438					AY855156	
Primula tetrandra					AY647550	AY647476		AY647621																									AY528521				AY647761	AY647829	AY647690							
Primula jeffreyi					AY647548	AY647474		AY647619																									AY528519				AY647758	AY647827	AY647688							
Primula fassettii					AY647556	AY647481		AY647626																									AY528526				AY647766	AY647833	AY647696							
Primula fragrans					AY647552	AY647477		AY647622																									AY528522				AY647762		AY647692						EU887001	
Primula calderiana				JN046489		DQ378374		AF402394															JF943612										AF402514						DQ378779						JF977961	
Primula ioessa					DQ379955			DQ379778															AF394972										AF402501			DQ994139		DQ379841							DQ993774	
Primula chionantha				JN046495	FJ786568	FJ828601		FJ794199															JF943625										DQ378488												JF977970	
Primula forbesii					AY647595	AY647520		AF402420																									AF402540				AY647805	AY647872	AY647735							
Primula sonchifolia				JN046586		DQ378373		AF402393															JF943715										AF402513						DQ378778						JF978056	
Primula poetica					AY647563	AY647488		AY647633																									AY528533				AY647773	AY647840	AY647703							
Primula siamensis						DQ378319		DQ378537																HM628944									DQ378448				HM629014		DQ378724						HM629062	
Primula heucherifolia				JN046527		DQ378415		DQ378597															JF943652										DQ378508						DQ378820						JF977996	
Primula hendersonii					AY647537	AY647463		AY647607																									AY528507				AY647747	AY647817	AY647678							
Primula pulchella				JN046564		DQ378339		DQ378552															JF943692										DQ378463						DQ378744						JF978038	
Primula auriculata						DQ378310		AF402344																HM628909									AF402462				HM628980		DQ378715						EU643658	
Primula gaubaeana	AF213784					DQ378297		DQ378522															AF213798										DQ378433						DQ378702	AF213755						
Primula kisoana				AB161508		DQ378414		AB161506																									DQ378507			AB161509		AB161505	AB161507							
Primula standleyana					AY647561	AY647486		AY647631																									AY528531				AY647771	AY647838	AY647701							
Primula utahensis					AY647562	AY647487		AY647632																									AY528532				AY647772	AY647839	AY647702							
Primula souliei						DQ378305		DQ378528																HM628945									DQ378439				HM629015		DQ378710						HM629060	
Primula floribunda					AY680752	DQ378296		AY680795															AF394996										AF402454						DQ378701						AY680707	
Primula gemmifera				JN046522		DQ378333		AY545784															JF943651										AF402495						DQ378738						AY545759	
Primula juliae						DQ378364		AY274938																HM628937									AF402508				HM629009		DQ378769						HM629141	
Primula membranifolia				JN046537		DQ378304		AF402340															JF943664										AF402458						DQ378709						JF978006	
Primula septemloba				JN046576	FJ786629	FJ828656		FJ794263															JF943702										AF402545												JF978046	
Primula malacoides					FJ786579	FJ828631		FJ794210															AF394990										AF402541						DQ378813						AF323700	
Primula denticulata				JN046507		JF955695		AF402354											GQ141177				JF943630										AF402472												JF977979	
Primula frigida					AY647545	AY647471		GQ244845																									AY528516				AY647756	AY647823	AY647686							
Omphalogramma souliei						JF954777		DQ378604															JF942683				JN045622						DQ378515						DQ378829						JF977197	
Omphalogramma vinciflorum					FJ786609	JF954790		FJ794241	AJ491427														JF942697				JN045637																		JF977203	
Glaux maritima				JN044745		JN895983		AF547789															AF213821										AF402563							AF213743					AF547726	
Lysimachia hillebrandii					GQ257947							GQ257995	GQ258019																				GQ257899							AY839982		GQ257922			GQ258041	
Lysimachia mauritiana					GQ257952							GQ258001	GQ258023																				GQ257905							AY839956		GQ257928			GQ258046	
Lysimachia glutinosa					GQ257945			AF547785				GQ257994	GQ258016																				GQ257897									GQ257921			GQ258038	
Lysimachia nemorum					EF437047	JN895785		AY855128															JN893195										EF437029							AF213747					AF547722	
Lysimachia iniki					GQ257949			AF547783				GQ257997	GQ258021																				GQ257901									GQ257924			GQ258043	
Soldanella alpina					AM990487	AY647533		AJ237011																		JF275965							DQ378517						DQ378832						AJ306324	
Cortusa turkestanica	AF213769					DQ378421		DQ378601															AF213803										DQ378512						DQ378826	AF213739						
Anagallis foemina					EF437046	HM850731		EF437060															HM849771										EF437028							DQ256371					DQ256370	
Ardisia japonica					AB178626	JF416274		FJ482161															GQ436756		JN253151							JN252993													JN645201	
Samolus valerandi					HQ284078	JN895196		HQ284047															HM850335						HQ284136											AF213760				AY727958	HQ284119	
Samolus repens	AF213789	AF420946			HQ284090			AY228604													AF421027		AF421102						HQ284151																HQ284109	
Primula capitellata					EF218349	DQ378353		EF218531																									DQ378468			EF218440		EF218078	DQ378758						EF218166	
Primula pinnata					EF218351	DQ378344		EF218533																									EF218261			EF218442		EF218080	DQ378749						EF218173	
Primula yunnanensis				JN046601	FJ786569	DQ378301		FJ794200															JF943727										AF402457						DQ378706						JF978068	
Primula eximia					AY647600	AY647525		AF402402																									AF402522				AY647810	AY647877	AY647740						AF260768	
Primula integrifolia					AY647576	AY647501		AF402409																									AY528541				AY647786	AY647852	AY647716						AJ427781	
Primula specuicola					DQ379909	DQ378354		DQ379732																									AF402487			DQ994078		DQ379793	DQ378759						DQ993751	
Primula scandinavica					EF218371	DQ378351		AY274941																									EF218281			DQ994091		EF218098	DQ378756						DQ994054	
Primula obconica				JN046548	JX258175	DQ378403		JX258209															JF943676										AF402542						DQ378808						AF323698	
Primula alcalina					DQ379908	DQ378356		DQ379731																									AF402489			DQ994079		DQ379792	DQ378761						DQ993804	
Primula incana					DQ379916	DQ378347		EF218555																									EF218284			EF218464		EF218103	DQ378752						DQ993875	
Primula bulleyana				HM018484		HM018235	HM018435																AF394985																						HM018188	
Primula dryadifolia					AY647596	DQ378407		AF402432															AF394994										DQ378503				AY647806	AY647873	DQ378811							
Primula mistassinica					EF218402	DQ378352		EF218586																									EF218313			EF218495		EF218129	DQ378757						DQ993748	
Primula cortusoides	AF213786					DQ378413		DQ378595															AF394977										DQ378505						DQ378817	AF213753					AM920488	
Primula deflexa				JN046503	FJ786595	DQ378315		FJ794226															JF943626										DQ378444						DQ378720						JF977972	
Primula anvilensis					EF218363	DQ378355		EF218545																									DQ379852			EF218454		EF218092	DQ378760						DQ993731	
Primula sieboldii	AF213787			AB161496				AB277087															U96657													AB277093		AB161479	AB161489	AF213757						
Primula rusbyi					AY647588	AY647513		AY647658																									AY528549				AY647798	AY647865	AY647728						EU886998	
Primula suffrutescens					AY647584	AY647510		AF402418																									AY528547				AY647794	AY647862	AY647725						EU887000	
Primula calliantha				JN046490	FJ786587	FJ828618		FJ794218															JF943618										DQ378496						DQ378802						JF977962	
Primula capillaris					AY647594	AY647519		AY647664																									AY528554				AY647804	AY647871	AY647734						EU886996	
Primula megaseifolia						DQ378363		AF402387															AF394997	HM628942									AF402507				HM629010		DQ378768						HM629115	
Primula sikkimensis				JN046579	FJ786599	FJ828642		FJ794231													AF421025		AF213799																	AF213758					JF978049	
Primula angustifolia					AY647589	AY647514		AF402416																									AF402536				AY647799	AY647866	AY647729						EU886997	
Primula bellidifolia				JN046475	FJ786590	DQ378312		FJ794221															JF943602										DQ378442						DQ378717						JF977948	
Primula stricta					EF218387	JN966473		EF218577															AF394975										EF218304			EF218486		EF218121							DQ993918	
Primula darialica					EF218345	DQ378341		EF218530																									AF402470			EF218439		EF218074	DQ378746						EF218165	
Theophrasta americana	AF213792				AJ431018	AJ429307		AY228600															U96649										AF402568							AF213762						
Lysimachia nummularia						JN895200		AF547764		AJ491418													AY395550										AF402562							AY839988					AF547708	
Cortusa matthioli					AY647597	DQ378420		FJ794193															Z83146										AY528555					AY647874	AY647737						AJ491681	
Anagallis minima					EU150420	JN894204		AY855120															HM849772		JN891009								EU150400							AY839968					AY855143	
Maesa japonica					AM990486			AF402451								GU351450	GU351722				GU351245					JF275960							AF402570											AY727959	AY452672	
Primula verticillata					AY680775	DQ378294		AY680818															AF394968	HM628946									AF402453				HM629016		DQ378699						HM629103	
Primula maguirei					AY647591	AY647516		AY786533															AF394995										AY528551				AY647801	AY647868	AY786534						EU886994	
Primula modesta					EF218362	DQ378357		EF218544															AF394978										EF218272			DQ994077		EF218091	DQ378762						DQ993730	
Primula edelbergii					AY647603	AY647528		AF402334															AF213797										AF402452				AY647813	AY647880	AY647743	AF213754						
Primula laurentiana					EF218377	DQ378348		DQ379747															AF394967										EF218285			DQ994096		EF218109	DQ378753						DQ993900	
Primula involucrata					EF218428	DQ378328		DQ379777															AF394974										EF218337			DQ994138		EF218157	DQ378733						DQ993772	
Primula farinosa					EF218356	DQ378345		EF218539										AY234125															EF218267			DQ994105		EF218086	DQ378750						DQ993961	
Primula borealis					AY647602	AY647527		EF218549																									DQ379853			EF218458	AY647812	EF218093	AY647742						EF218209	
Primula nutans					EF218418	AY647526		DQ379767																									EF218329			DQ994134	AY647811	DQ379832	AY647741						DQ993778	
Primula nipponica			AB003579		AY647583	AY647507		AF402415																									AY528546				AY647792	AY647859	D85698						AB011626	
Aegiceras corniculatum	AF213776					JQ235202		AF402446													AY289673		JQ080282										AF402565							AF213734	AY289648				FJ976669	
Omphalogramma delavayi	AF213783					JF954753		AF534675															JF942663				JN045603						DQ378514						DQ378828	AF213752					JF977177	
Lysimachia maxima	AF213777				GQ257953							GQ258002	GQ258024										AF213806										GQ257906							AF213748		GQ257929			GQ258047	
Anagallis arvensis	AF213774				EF437032	HM850730		EF437056															HM849770		JN893430								EF437018							AF130212					EF436990	
Primula serratifolia				HM018466	FJ786586	FJ828617	HM018417	FJ794217															HM018319																						HM018172	
Primula helodoxa				HM018474	FJ786604	FJ828633	HM018426	FJ794236															HM018328																						HM018181	
Primula cuneifolia			AB003578					AF402414															AF394962							JQ755570	JQ755613		AF402534			JQ755528		AB003569	D85740						AM920499	
Primula miyabeana				HM018467	FJ786592	FJ828623	HM018418	FJ794223															AF395003																						HM018173	
Primula smithiana				HM018465	FJ786611	FJ828639	HM018416	FJ794243															HM018318																						HM018171	
Primula fasciculata				JN046519	EF218427	DQ378329		EF218609															JF943646										EF218336			EF218518		EF218156	DQ378734						EF218248	
Primula halleri					EF218360	DQ378346		EF218540																HM628936									EF218268			EF218447	HM629006	EF218089	DQ378751						DQ993982	
Primula faberi				JN046517	AY647599	AY647524		FJ794202															JF943643										AY528557				AY647809	AY647876	AY647739						JF977988	
Primula amethystina				JN046466	AY647598	AY647523		AY647668															JF943592										AY528556				AY647808	AY647875	AY647738						JF977939	
Primula elatior	AY725916					DQ378361		AF402384																HM628914									JX231056		JX231036		HM628984		DQ378766					AY727960	AM920659	
Primula vulgaris						DQ378362	FJ395752	AJ237010															HQ619773	HM628965									JX231044		JX231023		HM629035		FJ490810						AJ427800	
Lysimachia vulgaris		AF420935				JN895201		AF547782		AJ491419											AF421013		AF421095																	AY839960				AY727963	AF547736	
Primula glutinosa					AY647571	AY647496		AF402413																						JQ755579	JQ755623		AY528538			JQ755538	AY647781	AY647848	AY647711						AJ427775	
Primula hirsuta					AY647574	AY647499		AY647644																						JQ755584	JQ755628		AY528540			JQ755543	AY647784	AY647851	AY647714						AJ427779	
Primula pulverulenta				HM018464		DQ378385	HM018415	DQ378575															HM018317										DQ378486						DQ378790						AF323699	
Primula meadia	AF213767				AY647557	AY647482		AM990515															U96658										AY528527				AY647767	AY647834	AY647697	AF213741					AF164016	
Primula minima					AY647569	AY647494		AY647639																						JQ755581	JQ755625		AY528537			JQ755540	AY647779	AY647846	AY647709						AJ427787	
Primula aurantiaca				HM018469		DQ378378	HM018420	DQ378570															HM018322										DQ378481						DQ378783						HM018175	
Primula egaliksensis					EF218417	DQ378350		EF218589															JN965779	HM628911									EF218324			DQ994125	HM628982	EF218146	DQ378755						EU095387	
Primula clusiana					AY647565	AY647491		AF402408																						JQ755580	JQ755624		AY528535			JQ755539	AY647776	AY647843	AY647706						AJ427771	
Primula secundiflora				HM018511	EF595547	FJ828613	HM018450	FJ794213															HM018364										AF402520												AF396695	
Primula poissonii				HM018486	FJ786588	FJ828619	HM018449	FJ794219															AF394973										AF402517												AF396692	
Primula cockburniana				HM018468		DQ378380	HM018419	AF402395															HM018321										DQ378483						DQ378785						HM018174	
Primula chungensis				HM018471		DQ378382	HM018422	AF402396															AF394984										DQ378484						DQ378787						HM018176	
Primula parryi					AY647587	AY647511		AF402417																						JQ755566	JQ755609		AY528548			JQ755524	AY647796	AY647864	AY647727						AJ306364	
Primula marginata					AY647567	AY647492		AF402410																						JQ755599	JQ755646		AF402530			JQ755560	AY647777	AY647844	AY647707						JQ755770	
Primula ovalifolia				JN046555	HQ439118	FJ828605	HM018463	FJ794204															JF943682															HQ439149							JF978023	
Anagallis tenella	AJ235390				EU150422	HM850732		AY855116															HM849773		JN891008								EU150402							AY856434	AF206845			AF479149	AY855150	
Ardisia crenata	AF209530				JF416252	JF416271		JF416262													AF520206		GQ436755		JN253146							JN252986								AJ236264	AJ235997				JN645180	
Primula veris					AJ431005	AY647530		AY680792															AF394981	HM628948									JX231064		JX231043		AY647815	AY647882	AY647745						HM629075	
Primula deorum					AY647573	AY647498		AF402411															AF394989							JQ755568	JQ755611		AY528539			JQ755526	AY647783	AY647849	AY647713						AJ427773	
Primula palinuri	AF213785				AY647564	AY647489		AF402412															AF213801								JQ755629		AF402532			JQ755544	AY647774	AY647841	AY647704	AF213756					AJ427790	
Myrsine africana	AF213764	AF420940			AM990489	AJ429290		AJ430880													AF421019		U96652										AF402566							AF213751			EU886850	AY727961	EU886863	
