Fraxinus tomentosa						U82899				HM171510					HM130656			GU991715		HM222890		HQ705565									HM242620							U82898					HQ705300			HM367564			
Fraxinus velutina						U82905				HM171488					HM130659			GU991720		HM222907		HQ705579									HM242637							U82904					HQ705308			HM367575			
Fraxinus longicuspis						U82891				HM171502					HM130638			GU991693		HM222828		HQ705466									HM242537							U82888					EU314861			HM367482			
Fraxinus latifolia						U82913				HM171515					HM130637			GU991692		HM222820		HQ705453									HM242527							U82912					EU314860			HM367470			
Fraxinus mandshurica						U82875				HM171500					HM130639			GU991694		HM222832		HQ705469									HM242541							U82874					EU314864			HM367495			
Tecoma stans					JN686528				HQ412871	HQ384522			HQ385064				AY008826															AF102655											AY178636	HQ384727			AF130145		
Avicennia bicolor		EU528943	EF540950	EU443251	EU315786					JQ589418							AY008818															JQ594362								EU529072			EU352151						
Avicennia alba			EF540951	EU352162													AY008820															AY008831	JX448652	JX448660	JX448665	JX448673	JX448683						EF540977						
Jacaranda mimosifolia					JN686522				AJ429681	AJ429328			HQ385066				AJ430914								AF520145							HQ384888												HQ384729			JN686638		
Junellia juniperina	EF576711	EF583112	EF583166							HM853869						FJ867612	EF571563												HM853836	HM853902													FJ867455						
Junellia succulentifolia	FJ867503	FJ867517										JX966660		JX966756		JX966804	FJ867540			JX966857																				JX966965			FJ867461						
Duranta serratifolia										HM853870		FJ549111		FJ549289			HM216625												HM853854																		HM216719		
Petrea volubilis										JQ589454					FJ038829		FJ870052												HM853856	HM853920		JQ594403											DQ070732			FJ039088	FJ887872		
Lippia javanica										JF270850		JX966680		JX966776		JX966826	HM216644			JX966879												JQ025061								JX966987							HM216750		
Halleria lucida					AJ609181				HQ412877	HQ384528			HQ385071				AJ608590															AF026828											AF375149	HQ384732	JF265466		AJ550569		
Nestegis sandwicensis		AM933226			AF225266					AM933429							AF231857		GU929885	GU929893												DQ673305						AM933477	AM931525	AM933082							DQ673279		
Bignonia capreolata					HQ385160				HQ412867	HQ384518			HQ385060				FJ870021															HQ384884												HQ384723			DQ222566	DQ222706	
Lantana trifolia										JQ589443		JX966670		JX966766		JX966815	HM216639			JX966868												JQ594392								JX966976							HM216745		
Noronhia emarginata		AM933227			AF225267					AM933430							AF231858		GU929886	GU929895												DQ673307						AM933478	AM931526	AM933083							DQ673281		
Fraxinus quadrangulata					AF225241	U82883				HM171523					HM130650		AF231833	GU991706		HM222866											HM242590							U82880					EU314882			HM367531			
Avicennia germinans		EU528944	EF540946	EU352179	JN686517					AF531771							AY008819															JQ594981								EU529073			EF540981				JN686621		
Citharexylum ligustrinum										HM853881		FJ549106		FJ549284			HM216614												HM853847	HM853913																	HM216708		
Verbena orcuttiana	EF576677	EF583079	EF583132				EU547372					FJ549069		FJ549247			EF571530																										FJ867406						
Verbena hispida	FJ867488	FJ867507	FJ867470				EU547395					FJ549077		FJ549255			FJ867526																										FJ867402						
Verbena perennis	EF576675	EF583077	EF583130				EU547379					FJ549070		FJ549248			EF571528																										FJ867411						
Tabebuia heterophylla					HQ385163				HQ412870	HQ384521			HQ385063				EF105096															L36451							AY500430					HQ384726		HM447007	L36416		
Glandularia subincana	EF576686	EF583088	EF583141				EU547399					FJ549086		FJ549264			EF571539																										FJ867442						
Phyla nodiflora					FN794105					FN773553		JX966694		JX966790		JX966841	FN794070			JX966894																				JX967002			HM194098				JN686634		
Tamonea boxiana										HM853884		FJ549105		FJ549283			HM216674												HM853850	HM853916																	HM216780		
Lippia alba								EU761095				JX966672		JX966768		JX966817	AY945827			JX966870																			EU761130	JX966978			EU761078						
Lampayo castellani										HM853874		FJ549100		FJ549278			HM216630												HM853840	HM853906																	HM216736		
Oroxylum indicum					JN686524				HQ412869	HQ384520			HQ385062				HQ412941															JN407262											JN407439	HQ384725		JN406949	AF102635		
Fraxinus chinensis						U82885				HM171509					HM130629			GU991685		HM222768		HQ705385									HM242471	DQ673301						U82884					EU314837			GQ435221	DQ673275		
Bouchea fluminensis										HM853886		FJ549110		FJ549288			HM216597												HM853852	HM853917		U32162															HM216693		
Osmanthus heterophyllus		FM208246			AF225279					HM751209			AM398052				GU450321		GQ294644	GQ294673	GQ294704																	FM208222	FM208238	FM208230			HM751204			FJ527898			
Verbena macdougalii	EF576679	EF583081	EF583134				EU547382					FJ549072		FJ549250			EF571532																										AY904019						
Verbena canescens	EF576680	EF583082	EF583135				EU547380					FJ549075		FJ549253			EF571533																										FJ867412						
Verbena montevidensis	EF576668	EF583070	EF583123				EU547386					FJ549079		FJ549257			EF571521																										FJ867405				HM216788		
Verbena halei	EF576681	EF583083	EF583136				EU547367					FJ549073		FJ549251			EF571534																										FJ867409						
Glandularia flava	EF576700	EF583102	EF583155				EU547421					FJ549085		FJ549263			EF571553																										FJ867428						
Glandularia bipinnatifida	EF576682	EF583084	EF583137		JN686548		EU547408										EF571535																										AY904021			JN686610	HM216723		
Mulguraea asparagoides	EF576714	EF583116	EF583169				EU547437					FJ549092		FJ549270			EF571567																										FJ867458				HM216756		
Fraxinus nigra					EU284163	U82879				HQ593300	HQ594701				HM130642		EU284158	GU991698		HM222839		HQ705483									HM242550							U82878					EU314868			HM367498			
Osmanthus fragrans		FM208245			AF225278					FM208253							AF231869		GQ414998	GQ415002	GQ414994			HQ853400														FM208221	FM208237	FM208229			EU314904			FJ527890			
Verbena intermedia	EF576669	EF583071	EF583124				EU547391					FJ549081		FJ549259			EF571522																										FJ867400				HM216785		
Verbena urticifolia	EF576671	EF583073	EF583126				EU547369			HQ593487	HQ594915				HQ594174		AY008822															HQ590320											FJ867416			HQ596882	HM216791		
Glandularia incisa	EF576684	EF583086	EF583139				EU547420					FJ549088		FJ549266			EF571537																										FJ867420				HM216726		
Glandularia dissecta	EF576683	EF583085	EF583138				EU547414					FJ549087		FJ549265			EF571536																										FJ867419				HM216725		
Phillyrea latifolia		FM208244			AF225283					FM208252					FN689631		AF231874		GQ294639	GQ294688	GQ294691											FJ862063						FM208220	FM208236	FM208228			EU314905			GU120322			
Lippia salviifolia										HM853858		JX966690		JX966786		JX966836	HM216646			JX966889									HM853825	HM853891										JX966997							HM216752		
Acantholippia salsoloides										HM853864		JX966650		JX966746		JX966792	HM216586			JX966845									HM853831	HM853897										JX966953							HM216682		
Mulguraea scoparia	EF576713	EF583115	EF583168				EU547434					FJ549093		FJ549271			EF571566																										FJ867457				HM216758		
Aloysia citrodora										HM853865		JX966653		JX966749		JX966795	HM216589			JX966848									HM853832	HM853898										JX966956							HM216685		
Lantana canescens										HM853857		FJ549096		FJ549274		JX966806	HM216634			JX966859										HM853890										JX966967							HM216740		
Fraxinus ornus					AF225240	U82893				HM171495					HM130645		AF231832	GU991701		HM222843		HQ705490									HM242554	FJ862057						U82892	X76822				EU314869			HM367501			
Junellia seriphioides	EF576708	EF583110	EF583163				EU547428					FJ549090		FJ549268		FJ867610	EF571561																										FJ867452				HM216732		
Junellia spathulata	EF576712	EF583114	EF583167				EU547431					FJ549089		FJ549267		FJ867614	EF571565																										FJ867456				HM216733		
Junellia uniflora	EF576709	EF583111	EF583164				EU547429					FJ549091		FJ549269		FJ867609	EF571562																										FJ867450				HM216735		
Phyla dulcis								EU761120				FJ549095		FJ549273		JX966822	HM216642			JX966875																			EU761160	JX966983			EU761079				HM216748		
Fraxinus americana					AF225233	U82909				HM171496	HQ594700				HM130621		AF231825	GU991679		HM222717		HQ705330									HM242423	HQ590102						U82906	X76819				EU314812			HM367364			
Citharexylum montevidense										HM853879		FJ549107		FJ549285		JX966801	HM216616			JX966854									HM853845	HM853911										JX966962							HM216710		
Verbena litoralis	EF576667	EF583069	EF583122				EU547389			JQ589493		FJ549080		FJ549258			EF571520															JQ594444											FJ867404				HM216786		
Fraxinus pennsylvanica					EU284164	U82903				HQ593302	HQ594702				HM130646		EU284159	GU991704	GQ294638	HM222851	GQ294694	HQ705510									HM242567	HQ590104						U82902					HQ705271			HM367512			
Glandularia microphylla	EF576699	EF583101	EF583154				EU547426			HM853868		FJ549083		FJ549261			EF571552												HM853835	HM853901													FJ867432				HM216727		
Dipyrena glaberrima										HM853872		FJ549099		FJ549277		JX966803	HM216622			JX966856									HM853838	HM853904										JX966964							HM216716		
Neosparton ephedroides										HM853873		FJ549101		FJ549279		JX966840	HM216652			JX966893									HM853839	HM853905										JX967001							HM216761		
Rhaphithamnus venustus										HM853876		FJ549104		FJ549282		JX966843	HM216668			JX966896									HM853842	HM853908										JX967004							HM216775		
Priva cordifolia										HM853877		FJ549103		FJ549281		JX966842	HM216663			JX966895									HM853843	HM853909										JX967003							HM216770		
Avicennia marina		EU528945	EF540943	EU352163	EU315788					AB114520							AB465535															AY289681	JX448646	JX448657	JX448667	JX448676	JX448681			EU315870			DQ469861				AJ429116		
Olea europaea					AJ431047				AJ429687	HQ619821			AM398051		FN689633		HQ117895		HQ241937	HQ241938												HE963570							AM931501	AY040811		L49289		HQ384752		HM999669	DQ673278		
Xeroaloysia ovatifolia										HM853862		FJ549097		FJ549275		JX966844	HM216678			JX966898									HM853829	HM853895										JX967005			DQ463785				HM216792		
Verbena bonariensis	EF576665	EF583067	EF583120				EU547383			HM850973		FJ549078		FJ549256			EF571518								GU351323							L14412											FJ867401				HM216782		
Verbena rigida	EF576666	EF583068	EF583121		AJ431065		EU547392		AJ429701	HM850975		FJ549082		FJ549260			FN794077															HM850445											AY178663				HM216790		
Mulguraea aspera	EF576715	EF583117	EF583170				EU547439			HM853871		FJ549094		FJ549272			EF571568												HM853837	HM853903													FJ867459				HM216757		
Verbena hastata	EF576678	EF583080	EF583133				EU547375			HQ593485	HQ594913	FJ549076		FJ549254	HQ594172		EF571531															HQ590318											FJ867415			HQ596880	HM216784		
Fraxinus excelsior		AM933224			AY911666	U82865				AM933427	FJ395324		AM398048		HM130634		AF231830	GU991689		HM222782		HM242668									DQ679533	FJ862056						AM933475	AM931523	AM933080			HM242831			FJ395513	JN591031		
Stachytarpheta cayennensis					AJ299259				HQ412857	JQ589468		FJ549108	HQ385049	FJ549287			HM216669												HM853853	HM853918		JQ594418											DQ070736	HQ384713		GU135438	HM216776		
Aloysia virgata	EF576717	EF583119	EF583172				EU547442			HM853863		JX966657		FJ549276		JX966799	EF571570			JX966852									HM853830	HM853896										JX966960			FJ867398				HM216689		
Lantana camara					EU348856					JQ589436		JX966661		JX966757	GQ429086	JX966805	AY008824			JX966858									HM853826	HM853892		JF265499								JX966966		AJ236049	AF437862	AF209614		GU135307	HM216739		
Ligustrum vulgare		AM933225			AF225257				HQ412894	AM933428	FJ395354		HQ385090		FJ395854		AF380876	FN668856				AF361275		HQ853399								L11686						AM933476	AM931524	AM933081			AF361298	HQ384750		FJ493288	AF130164		
Syringa vulgaris		JN590989			AF225292	U82919			HQ412895	HQ593463	HQ594889		AM398055		HQ594152		AF231882					AF361266		AY524007	HQ384794							DQ673303						U82918				HQ384685	EU314902	HQ384751		HE966838	DQ673277		
Verbena bracteata	EF576673	EF583075	EF583128		HQ385150		EU547381		HQ412855	HQ384506		FJ549071	HQ385047	FJ549249			EF571526								HQ384798							HQ384875										AJ236042	AY178662	HQ384711			L36418		
Verbena officinalis	EF576672	EF583074	EF583127		AF225295		EU547370			JN894308		FJ549074	AM398042	FJ549252	GQ436058		EF571525			JX966897									GQ435654	HM853899		HE963723											AF477793			HE966861	HM216789		
